Trieda CK,číslo CK,identifikačné číslo DC,ID mosta,evidenčné číslo - staré,Stavebno-technický stav,správca DC (z aplikácie mosty),vlastnik DC (z aplikácie mosty),druh konštrukcie,materiál DC,zaťažiteľnosť normálna,zaťažiteľnost výhradná,zaťažiteľnosť výnimočná,spôsob stanovenia,predmet premostenia,Kraj (CK),Okres (CK),Spravca (CK),LongitudeE,LatitudeN,VyskaH
cesta III. triedy,50126,M35.01,M35,1,Veľmi dobrý,"Banskobystrická regionálna správa ciest, a.s., závod 13 Rimavská Sobota",Banskobystrický samosprávny kraj,dosková,monolitický železobetón,14.0,16.0,27.0,odhadom,Vodný tok,Banskobystrický kraj,Rimavská Sobota,"Banskobystrická regionálna správa ciest, a.s., závod 13 Rimavská Sobota",20.064702447,48.468024655,227.5245
cesta III. triedy,50127,M7108.01,M7108,1,Dobrý,"Banskobystrická regionálna správa ciest, a.s., závod 13 Rimavská Sobota",Banskobystrický samosprávny kraj,dosková,prefabrikovaný železobetón,41.0,74.0,337.0,podľa tabuliek,Vodný tok,Banskobystrický kraj,Rimavská Sobota,"Banskobystrická regionálna správa ciest, a.s., závod 13 Rimavská Sobota",19.962039889,48.539272392,271.63275
cesta III. triedy,50127,M3890.01,M3890,3,Uspokojivý,"Banskobystrická regionálna správa ciest, a.s., závod 13 Rimavská Sobota",Banskobystrický samosprávny kraj,dosková,monolitický železobetón,14.0,43.0,378.0,podľa tabuliek,Vodný tok,Banskobystrický kraj,Rimavská Sobota,"Banskobystrická regionálna správa ciest, a.s., závod 13 Rimavská Sobota",19.972290516,48.541631376,323.501
cesta III. triedy,50127,M2604.01,M2604,4,Dobrý,"Banskobystrická regionálna správa ciest, a.s., závod 13 Rimavská Sobota",Banskobystrický samosprávny kraj,dosková,monolitický železobetón,11.0,21.0,35.0,odhadom,Vodný tok,Banskobystrický kraj,Rimavská Sobota,"Banskobystrická regionálna správa ciest, a.s., závod 13 Rimavská Sobota",19.999754238,48.532731746,457.255999
cesta III. triedy,50127,M7349.01,M7349,5,Dobrý,"Banskobystrická regionálna správa ciest, a.s., závod 13 Rimavská Sobota",Banskobystrický samosprávny kraj,dosková,monolitický železobetón,11.0,23.0,38.0,odhadom,Vodný tok,Banskobystrický kraj,Rimavská Sobota,"Banskobystrická regionálna správa ciest, a.s., závod 13 Rimavská Sobota",20.010115723,48.529831975,457.221
cesta III. triedy,50128,M1113.01,M1113,1,Dobrý,"Banskobystrická regionálna správa ciest, a.s., závod 13 Rimavská Sobota",Banskobystrický samosprávny kraj,klenbová,monolitický prostý betón,3.0,13.0,56.0,podľa tabuliek,Vodný tok,Banskobystrický kraj,Rimavská Sobota,"Banskobystrická regionálna správa ciest, a.s., závod 13 Rimavská Sobota",20.053405081,48.388176201,218.475
cesta III. triedy,50129,M6070.01,M6070,1,Veľmi dobrý,"Banskobystrická regionálna správa ciest, a.s., závod 13 Rimavská Sobota",Banskobystrický samosprávny kraj,dosková,monolitický železobetón,14.0,43.0,378.0,podľa tabuliek,Vodný tok,Banskobystrický kraj,Rimavská Sobota,"Banskobystrická regionálna správa ciest, a.s., závod 13 Rimavská Sobota",20.106168288,48.392690031,210.413499
cesta III. triedy,50129,M3267.01,M3267,3,Dobrý,"Banskobystrická regionálna správa ciest, a.s., závod 13 Rimavská Sobota",Banskobystrický samosprávny kraj,trámová,prefabrikovaný predpätý betón,30.0,63.0,124.0,podľa tabuliek,Vodný tok,Banskobystrický kraj,Rimavská Sobota,"Banskobystrická regionálna správa ciest, a.s., závod 13 Rimavská Sobota",20.133307974,48.416729486,190.65575
cesta III. triedy,50129,M5306.01,M5306,4,Zlý,"Banskobystrická regionálna správa ciest, a.s., závod 13 Rimavská Sobota",Banskobystrický samosprávny kraj,klenbová,kameň,4.0,16.0,70.0,podľa tabuliek,Vodný tok,Banskobystrický kraj,Rimavská Sobota,"Banskobystrická regionálna správa ciest, a.s., závod 13 Rimavská Sobota",20.137951788,48.417821882,188.369749
cesta III. triedy,50130,M7737.01,M7737,1,Uspokojivý,"Banskobystrická regionálna správa ciest, a.s., závod 13 Rimavská Sobota",Banskobystrický samosprávny kraj,dosková,prefabrikovaný železobetón,23.0,54.0,352.0,podľa tabuliek,Vodný tok,Banskobystrický kraj,Rimavská Sobota,"Banskobystrická regionálna správa ciest, a.s., závod 13 Rimavská Sobota",20.153443386,48.392282701,183.5905
cesta III. triedy,50130,M6559.01,M6559,2,Uspokojivý,"Banskobystrická regionálna správa ciest, a.s., závod 13 Rimavská Sobota",Banskobystrický samosprávny kraj,klenbová,kameň,6.0,17.0,84.0,odhadom,Vodný tok,Banskobystrický kraj,Rimavská Sobota,"Banskobystrická regionálna správa ciest, a.s., závod 13 Rimavská Sobota",20.125772744,48.417356442,190.47825
cesta III. triedy,50130,M2298.01,M2298,3,Uspokojivý,"Banskobystrická regionálna správa ciest, a.s., závod 13 Rimavská Sobota",Banskobystrický samosprávny kraj,klenbová,kameň,4.0,18.0,84.0,podľa tabuliek,Vodný tok,Banskobystrický kraj,Rimavská Sobota,"Banskobystrická regionálna správa ciest, a.s., závod 13 Rimavská Sobota",20.117003501,48.427718845,193.559999
cesta III. triedy,50130,M2903.01,M2903,4,Dobrý,"Banskobystrická regionálna správa ciest, a.s., závod 13 Rimavská Sobota",Banskobystrický samosprávny kraj,klenbová,kameň,4.0,19.0,84.0,podľa tabuliek,Vodný tok,Banskobystrický kraj,Rimavská Sobota,"Banskobystrická regionálna správa ciest, a.s., závod 13 Rimavská Sobota",20.115619678,48.433820699,194.2985
cesta III. triedy,50130,M3524.01,M3524,5,Dobrý,"Banskobystrická regionálna správa ciest, a.s., závod 13 Rimavská Sobota",Banskobystrický samosprávny kraj,dosková,monolitický železobetón,15.0,42.0,341.0,podľa tabuliek,Vodný tok,Banskobystrický kraj,Rimavská Sobota,"Banskobystrická regionálna správa ciest, a.s., závod 13 Rimavská Sobota",20.117186556,48.444998412,196.640499
cesta III. triedy,50130,M2601.01,M2601,6,Dobrý,"Banskobystrická regionálna správa ciest, a.s., závod 13 Rimavská Sobota",Banskobystrický samosprávny kraj,trámová,prefabrikovaný predpätý betón,30.0,66.0,148.0,podľa tabuliek,Vodný tok,Banskobystrický kraj,Rimavská Sobota,"Banskobystrická regionálna správa ciest, a.s., závod 13 Rimavská Sobota",20.117562438,48.445086827,196.30925
cesta III. triedy,50130,M5919.01,M5919,7,Uspokojivý,"Banskobystrická regionálna správa ciest, a.s., závod 13 Rimavská Sobota",Banskobystrický samosprávny kraj,klenbová,kameň,2.0,12.0,64.0,odhadom,Vodný tok,Banskobystrický kraj,Rimavská Sobota,"Banskobystrická regionálna správa ciest, a.s., závod 13 Rimavská Sobota",20.119222173,48.445833148,197.5785
cesta III. triedy,50130,M5564.01,M5564,9,Dobrý,"Banskobystrická regionálna správa ciest, a.s., závod 13 Rimavská Sobota",Banskobystrický samosprávny kraj,dosková,prefabrikovaný predpätý betón,48.0,91.0,402.0,podľa tabuliek,Vodný tok,Banskobystrický kraj,Rimavská Sobota,"Banskobystrická regionálna správa ciest, a.s., závod 13 Rimavská Sobota",20.09479493,48.485912723,218.246499
cesta III. triedy,50130,M7076.01,M7076,13,Uspokojivý,"Banskobystrická regionálna správa ciest, a.s., závod 13 Rimavská Sobota",Banskobystrický samosprávny kraj,trámová,prefabrikovaný predpätý betón,30.0,62.0,147.0,podľa tabuliek,Vodný tok,Banskobystrický kraj,Revúca,"Banskobystrická regionálna správa ciest, a.s., závod 13 Rimavská Sobota",20.120261526,48.550122518,254.766499
cesta III. triedy,50130,M7416.01,M7416,15,Veľmi dobrý,"Banskobystrická regionálna správa ciest, a.s., závod 13 Rimavská Sobota",Banskobystrický samosprávny kraj,dosková,prefabrikovaný železobetón,30.0,62.0,170.0,podľa tabuliek,Vodný tok,Banskobystrický kraj,Revúca,"Banskobystrická regionálna správa ciest, a.s., závod 13 Rimavská Sobota",20.106049051,48.563477178,266.57275
cesta III. triedy,50130,M3480.01,M3480,18,Uspokojivý,"Banskobystrická regionálna správa ciest, a.s., závod 13 Rimavská Sobota",Banskobystrický samosprávny kraj,dosková,prefabrikovaný železobetón,40.0,103.0,341.0,podľa tabuliek,Vodný tok,Banskobystrický kraj,Revúca,"Banskobystrická regionálna správa ciest, a.s., závod 13 Rimavská Sobota",20.09901237,48.583023834,283.8015
cesta III. triedy,50130,M6640.01,M6640,19,Dobrý,"Banskobystrická regionálna správa ciest, a.s., závod 13 Rimavská Sobota",Banskobystrický samosprávny kraj,dosková,monolitický železobetón,51.0,58.0,97.0,odhadom,Vodný tok,Banskobystrický kraj,Revúca,"Banskobystrická regionálna správa ciest, a.s., závod 13 Rimavská Sobota",20.097416863,48.590503198,284.376499
cesta III. triedy,50130,M1879.01,M1879,20,Veľmi dobrý,"Banskobystrická regionálna správa ciest, a.s., závod 13 Rimavská Sobota",Banskobystrický samosprávny kraj,klenbová,kameň,32.0,80.0,196.0,projektovaná,Vodný tok,Banskobystrický kraj,Revúca,"Banskobystrická regionálna správa ciest, a.s., závod 13 Rimavská Sobota",20.096017458,48.593915729,289.5185
cesta III. triedy,50131,M4495.01,M4495,1,Uspokojivý,"Banskobystrická regionálna správa ciest, a.s., závod 13 Rimavská Sobota",Banskobystrický samosprávny kraj,klenbová,kameň,4.0,20.0,89.0,podľa tabuliek,Vodný tok,Banskobystrický kraj,Rimavská Sobota,"Banskobystrická regionálna správa ciest, a.s., závod 13 Rimavská Sobota",20.109522092,48.493748085,239.659499
cesta III. triedy,50131,M6995.01,M6995,2,Uspokojivý,"Banskobystrická regionálna správa ciest, a.s., závod 13 Rimavská Sobota",Banskobystrický samosprávny kraj,dosková,prefabrikovaný železobetón,41.0,86.0,452.0,projektovaná,Vodný tok,Banskobystrický kraj,Rimavská Sobota,"Banskobystrická regionálna správa ciest, a.s., závod 13 Rimavská Sobota",20.113761799,48.495546329,252.626499
cesta III. triedy,50133,M4407.01,M4407,1,Dobrý,"Banskobystrická regionálna správa ciest, a.s., závod 13 Rimavská Sobota",Banskobystrický samosprávny kraj,dosková,monolitický železobetón,19.0,49.0,197.0,podľa tabuliek,Vodný tok,Banskobystrický kraj,Rimavská Sobota,"Banskobystrická regionálna správa ciest, a.s., závod 13 Rimavská Sobota",20.05346119,48.581411142,338.062
cesta III. triedy,50133,M3014.01,M3014,2,Dobrý,"Banskobystrická regionálna správa ciest, a.s., závod 13 Rimavská Sobota",Banskobystrický samosprávny kraj,dosková,monolitický železobetón,19.0,49.0,195.0,podľa tabuliek,Vodný tok,Banskobystrický kraj,Rimavská Sobota,"Banskobystrická regionálna správa ciest, a.s., závod 13 Rimavská Sobota",20.051420242,48.581908458,341.90625
cesta III. triedy,50133,M2125.01,M2125,3,Dobrý,"Banskobystrická regionálna správa ciest, a.s., závod 13 Rimavská Sobota",Banskobystrický samosprávny kraj,dosková,monolitický železobetón,19.0,46.0,296.0,podľa tabuliek,Vodný tok,Banskobystrický kraj,Rimavská Sobota,"Banskobystrická regionálna správa ciest, a.s., závod 13 Rimavská Sobota",20.046079051,48.587046079,352.947
cesta III. triedy,50133,M5834.01,M5834,4,Veľmi dobrý,"Banskobystrická regionálna správa ciest, a.s., závod 13 Rimavská Sobota",Banskobystrický samosprávny kraj,trámová,oceľ -  plnostenná,22.0,40.0,0.0,odhadom,Vodný tok,Banskobystrický kraj,Rimavská Sobota,"Banskobystrická regionálna správa ciest, a.s., závod 13 Rimavská Sobota",20.043983867,48.588504583,360.20075
cesta III. triedy,50133,M3705.01,M3705,5,Dobrý,"Banskobystrická regionálna správa ciest, a.s., závod 13 Rimavská Sobota",Banskobystrický samosprávny kraj,dosková,monolitický železobetón,21.0,50.0,206.0,podľa tabuliek,Vodný tok,Banskobystrický kraj,Rimavská Sobota,"Banskobystrická regionálna správa ciest, a.s., závod 13 Rimavská Sobota",20.031424147,48.597253416,389.072499
cesta III. triedy,50134,M4624.01,M4624,1,Dobrý,"Banskobystrická regionálna správa ciest, a.s., závod 13 Rimavská Sobota",Banskobystrický samosprávny kraj,dosková,monolitický železobetón,24.0,53.0,221.0,podľa tabuliek,Vodný tok,Banskobystrický kraj,Rimavská Sobota,"Banskobystrická regionálna správa ciest, a.s., závod 13 Rimavská Sobota",20.027443079,48.599840485,389.959749
cesta III. triedy,50136,M1564.01,M1564,1,Uspokojivý,"Banskobystrická regionálna správa ciest, a.s., závod 13 Rimavská Sobota",Banskobystrický samosprávny kraj,dosková,prefabrikovaný predpätý betón,20.0,61.0,197.0,podľa tabuliek,Vodný tok,Banskobystrický kraj,Revúca,"Banskobystrická regionálna správa ciest, a.s., závod 13 Rimavská Sobota",20.099876319,48.590703592,285.276249
cesta III. triedy,50139,M3206.01,M3206,1,Dobrý,"Banskobystrická regionálna správa ciest, a.s., závod 13 Rimavská Sobota",Banskobystrický samosprávny kraj,dosková,monolitický železobetón,14.0,43.0,378.0,podľa tabuliek,Vodný tok,Banskobystrický kraj,Rimavská Sobota,"Banskobystrická regionálna správa ciest, a.s., závod 13 Rimavská Sobota",20.237285446,48.411376862,184.804999
cesta III. triedy,50139,M3940.01,M3940,001A,Bezchybný,"Banskobystrická regionálna správa ciest, a.s., závod 13 Rimavská Sobota",Banskobystrický samosprávny kraj,iná,monolitický predpätý betón,32.0,80.0,196.0,projektovaná,,Banskobystrický kraj,Rimavská Sobota,"Banskobystrická regionálna správa ciest, a.s., závod 13 Rimavská Sobota",20.248434847,48.400254609,0.0
cesta III. triedy,50139,M4881.01,M4881,2,Veľmi dobrý,"Banskobystrická regionálna správa ciest, a.s., závod 13 Rimavská Sobota",Banskobystrický samosprávny kraj,klenbová,kameň,32.0,80.0,196.0,projektovaná,Vodný tok,Banskobystrický kraj,Rimavská Sobota,"Banskobystrická regionálna správa ciest, a.s., závod 13 Rimavská Sobota",20.21434855,48.425810227,190.692999
cesta III. triedy,50139,M7521.01,M7521,4,Dobrý,"Banskobystrická regionálna správa ciest, a.s., závod 13 Rimavská Sobota",Banskobystrický samosprávny kraj,dosková,monolitický železobetón,16.0,22.0,37.0,odhadom,Vodný tok,Banskobystrický kraj,Rimavská Sobota,"Banskobystrická regionálna správa ciest, a.s., závod 13 Rimavská Sobota",20.209566601,48.43016985,191.849
cesta III. triedy,50139,M5983.01,M5983,6,Veľmi dobrý,"Banskobystrická regionálna správa ciest, a.s., závod 13 Rimavská Sobota",Banskobystrický samosprávny kraj,dosková,monolitický železobetón,19.0,47.0,278.0,odhadom,Vodný tok,Banskobystrický kraj,Rimavská Sobota,"Banskobystrická regionálna správa ciest, a.s., závod 13 Rimavská Sobota",20.208947686,48.437047762,196.371499
cesta III. triedy,50139,M4749.01,M4749,7,Veľmi dobrý,"Banskobystrická regionálna správa ciest, a.s., závod 13 Rimavská Sobota",Banskobystrický samosprávny kraj,dosková,monolitický železobetón,17.0,23.0,38.0,odhadom,Vodný tok,Banskobystrický kraj,Rimavská Sobota,"Banskobystrická regionálna správa ciest, a.s., závod 13 Rimavská Sobota",20.205882213,48.443054121,201.3435
cesta III. triedy,50139,M7555.01,M7555,8,Veľmi dobrý,"Banskobystrická regionálna správa ciest, a.s., závod 13 Rimavská Sobota",Banskobystrický samosprávny kraj,dosková,monolitický železobetón,17.0,47.0,222.0,podľa tabuliek,Vodný tok,Banskobystrický kraj,Rimavská Sobota,"Banskobystrická regionálna správa ciest, a.s., závod 13 Rimavská Sobota",20.197940409,48.447777089,209.410999
cesta III. triedy,50140,M4991.01,M4991,2,Veľmi dobrý,"Banskobystrická regionálna správa ciest, a.s., závod 13 Rimavská Sobota",Banskobystrický samosprávny kraj,dosková,monolitický železobetón,20.0,49.0,253.0,podľa tabuliek,Vodný tok,Banskobystrický kraj,Rimavská Sobota,"Banskobystrická regionálna správa ciest, a.s., závod 13 Rimavská Sobota",20.220024085,48.425487732,190.280499
cesta III. triedy,50143,M5798.01,M5798,1,Dobrý,"Banskobystrická regionálna správa ciest, a.s., závod 13 Rimavská Sobota",Banskobystrický samosprávny kraj,klenbová,kameň,10.0,34.0,126.0,podľa tabuliek,Vodný tok,Banskobystrický kraj,Revúca,"Banskobystrická regionálna správa ciest, a.s., závod 13 Rimavská Sobota",20.344829555,48.455555055,186.558999
cesta III. triedy,50143,M1543.01,M1543,2,Dobrý,"Správa ciest Košického samosprávneho kraja, Správa a údržba Rožňava",Košický samosprávny kraj,klenbová,kameň,25.0,70.0,308.0,podľa tabuliek,Vodný tok,Košický kraj,Rožňava,"Správa ciest Košického samosprávneho kraja, Správa a údržba Rožňava",20.350441276,48.472144271,190.7185
cesta III. triedy,50143,M1502.01,M1502,3,Dobrý,"Správa ciest Košického samosprávneho kraja, Správa a údržba Rožňava",Košický samosprávny kraj,dosková,prefabrikovaný predpätý betón,26.0,75.0,205.0,podľa tabuliek,Vodný tok,Košický kraj,Rožňava,"Správa ciest Košického samosprávneho kraja, Správa a údržba Rožňava",20.347195408,48.486698629,196.264249
cesta III. triedy,50143,M3003.01,M3003,4,Dobrý,"Správa ciest Košického samosprávneho kraja, Správa a údržba Rožňava",Košický samosprávny kraj,trámová,oceľ -  plnostenná,32.0,80.0,196.0,projektovaná,Vodný tok,Košický kraj,Rožňava,"Správa ciest Košického samosprávneho kraja, Správa a údržba Rožňava",20.343168424,48.488547508,190.422
cesta III. triedy,50145,M7630.01,M7630,1,Uspokojivý,"Správa ciest Košického samosprávneho kraja, Správa a údržba Rožňava",Košický samosprávny kraj,dosková,monolitický železobetón,20.0,50.0,294.0,odhadom,Vodný tok,Košický kraj,Rožňava,"Správa ciest Košického samosprávneho kraja, Správa a údržba Rožňava",20.409349964,48.525609966,254.42925
cesta III. triedy,50146,M6446.01,M6446,1,Uspokojivý,"Správa ciest Košického samosprávneho kraja, Správa a údržba Rožňava",Košický samosprávny kraj,trámová,prefabrikovaný predpätý betón,31.0,88.0,185.0,podľa tabuliek,Vodný tok,Košický kraj,Rožňava,"Správa ciest Košického samosprávneho kraja, Správa a údržba Rožňava",20.38031516,48.518538749,205.911999
cesta III. triedy,50146,M4352.01,M4352,2,Dobrý,"Správa ciest Košického samosprávneho kraja, Správa a údržba Rožňava",Košický samosprávny kraj,klenbová,monolitický prostý betón,50.0,130.0,420.0,odhadom,Vodný tok,Košický kraj,Rožňava,"Správa ciest Košického samosprávneho kraja, Správa a údržba Rožňava",20.379001989,48.518884564,207.176999
cesta III. triedy,50148,M68.01,M68,1,Dobrý,"Správa ciest Košického samosprávneho kraja, Správa a údržba Rožňava",Košický samosprávny kraj,dosková,prefabrikovaný železobetón,46.0,109.0,420.0,podľa tabuliek,Vodný tok,Košický kraj,Rožňava,"Správa ciest Košického samosprávneho kraja, Správa a údržba Rožňava",20.486329137,48.491605333,323.7755
