Trieda PK,Číslo PK,Most /DC,Názov mosta,ID mosta,ID DC,správcovské číslo,Stavebno-technický stav,Longitude,Latitude,Vyska,Druh konštrukcie,Material,Normána zaťažiteľnost / t,Výhradná zaťažiteľnosť / t,Výnimočná zaťažiteľnosť / t,Spôsob stanovenie,Predmet premostenia,Rok postavenia,Zaťažovacia trieda STN,Počet otvorov,Dĺžka premostenia / m,Dĺžka nosnej konštrukcie / m,Volná šírka mosta/ m,Šírka medzi obrubami/ m,Pocha mosnej konštrukcie / m2,Plocha mosta / m2,Vlastník úseku,Správca úseku,Okres,Smer úseku,Typ úseku,Počiatočný uzol,Koncový uzol,úsek ID,úsekové staničenie začiatku DC / m,Kilometrovníkové staničenie začiatku DC / km,Kumulatívne staničenie začiatku DC / km,Poradie úsekov
cesta III. triedy,2412,Most,059050-004_most cez potok Ramžiná pri d.č. 271,M3467,M3467.01,4,Uspokojivý,19.08340567,48.849128576,627.986499,dosková,monolitický železobetón,19.0,47.0,316.0,odhadom,Vodný tok,1959.0,,1.0,3.55,,6.0,5.6,,,BB SK,BB RSC - BB,Banská Bystrica,oba smery trasy CK,medzikrižovatkový,3614A16000,3614A03000,280297,133,,2.544,6.0
cesta III. triedy,2413,Most,066019-001_most cez rieku Hron v obci Vlkanová,M2816,M2816.01,1,Zlý,19.146966443,48.667667624,316.72125,trámová,prefabrikovaný predpätý betón,21.0,53.0,154.0,odhadom,Vodný tok,1964.0,,3.0,52.2,,9.0,6.5,,,BB SK,BB RSC - BB,Banská Bystrica,oba smery trasy CK,medzikrižovatkový,3632A02800,3632A33400,2922,482,0.483,0.482,1.0
cesta III. triedy,2413,Most,066019-003_most cez potok Hrabovka v obci Hronsek,M1115,M1115.01,3,Zlý,19.155868464,48.650583693,309.530499,dosková,monolitický železobetón,1.0,4.0,27.0,odhadom,Vodný tok,1939.0,,1.0,4.4,,6.5,,,,BB SK,BB RSC - BB,Banská Bystrica,oba smery trasy CK,medzikrižovatkový,3632A09400,3632A44900,280443,21,2.398,2.397,8.0
cesta III. triedy,2413,Most,066019-005 Most cez zrážkový potok v obci Veľká Lúka,M4676,M4676.01,5,Zlý,19.163136034,48.636034065,306.956,dosková,monolitický železobetón,30.0,40.0,196.0,podľa tabuliek,Vodný tok,1958.0,,1.0,3.75,,6.0,6.0,,,BB SK,BB RSC - BB,Zvolen,oba smery trasy CK,medzikrižovatkový,3632B00800,3632A30400,2923,637,4.611,4.61,14.0
cesta III. triedy,2415,Most,066024-001_Badínsky nadjazd ponad cestu I/66,M1084,M1084.01,1,Uspokojivý,19.132595586,48.664980405,342.43175,rámová,prefabrikovaný predpätý betón,47.0,85.0,190.0,odhadom,Cestná komunikácia,1976.0,,3.0,56.96,,11.5,8.5,,,BB SK,BB RSC - BB,Banská Bystrica,oba smery trasy CK,medzikrižovatkový,3632A02800,3632A44400,6591,516,,0.516,1.0
cesta III. triedy,2415,Most,066024-002_most cez Banský potok za obcou Badín,M3078,M3078.01,2,Zlý,19.127210925,48.673942696,338.319,trámová,prefabrikovaný železobetón,29.0,63.0,298.0,odhadom,Vodný tok,1976.0,,1.0,5.02,,9.5,6.5,,,BB SK,BB RSC - BB,Banská Bystrica,oba smery trasy CK,medzikrižovatkový,3632A08700,3632A45600,280270,833,,1.931,3.0
cesta III. triedy,2415,Most,066024-003_most cez potok Krmník pri Rakytovciach,M4433,M4433.01,3,Veľmi zlý,19.12676096,48.683526173,335.243499,trámová,prefabrikovaný železobetón,18.0,40.0,156.0,odhadom,Vodný tok,1976.0,,1.0,6.4,,9.5,6.5,,,BB SK,BB RSC - BB,Banská Bystrica,oba smery trasy CK,medzikrižovatkový,3614A17800,3614A59300,280354,24,,3.021,10.0
cesta III. triedy,2415,Most,066024-004_most cez potok Kremnička v obci Kremnička,M3420,M3420.01,4,Uspokojivý,19.127641499,48.697891191,338.019499,dosková,monolitický železobetón,16.0,48.0,313.0,odhadom,Vodný tok,1957.0,,1.0,3.4,,8.0,7.0,,,BB SK,BB RSC - BB,Banská Bystrica,oba smery trasy CK,medzikrižovatkový,3614A18400,3614A19500,280360,9,,4.692,22.0
cesta III. triedy,2415,Most,066024-005_most cez Malachovský potok s podchodom pre peších v Radvani,M2074,M2074.01,5,Zlý,19.132436638,48.722043092,0.0,dosková,prefabrikovaný železobetón,22.0,45.0,183.0,odhadom,"Vodný tok,  Vodný tok",1981.0,,1.0,10.9,,10.5,8.0,,,BB SK,BB RSC - BB,Banská Bystrica,v smere trasy CK,medzikrižovatkový,3614A24702,3614A24602,280426,208,,7.441,41.0
cesta III. triedy,2415,Most,066024-006_most cez technologické vedenia v B. Bystrici-Radvani,M400,M400.01,6,Dobrý,19.13460824,48.724655868,0.0,trámová,prefabrikovaný železobetón,20.0,39.0,135.0,odhadom,"Iná prekážka,  Iná prekážka",1985.0,,1.0,9.56,,67.55,6.0,,,BB SK,BB RSC - BB,Banská Bystrica,v smere trasy CK,medzikrižovatkový,3614A51403,3614A25102,344752,112,,7.825,46.0
cesta III. triedy,2415,Most,066024-007_most cez potok Udurná pri M'cDonalde v B. Bystrici-Radvani,M7482,M7482.01,7,Dobrý,19.13634409,48.728085504,0.0,rámová,prefabrikovaný železobetón,50.0,89.0,420.0,odhadom,"Vodný tok,  Vodný tok",1989.0,,1.0,2.98,,26.5,,,,BB SK,BB RSC - BB,Banská Bystrica,v smere trasy CK,medzikrižovatkový,3614A51403,3614A25102,344752,150,,7.863,46.0
cesta III. triedy,2415,Most,066024-007_most cez potok Udurná pri M'cDonalde v B. Bystrici-Radvani,M7482,M7482.01,7,Dobrý,19.13634409,48.728085504,0.0,rámová,prefabrikovaný železobetón,50.0,89.0,420.0,odhadom,"Vodný tok,  Vodný tok",1989.0,,1.0,2.98,,26.5,,,,BB SK,BB RSC - BB,Banská Bystrica,v smere trasy CK,medzikrižovatkový,3614A25102,3614A32401,343948,0,,7.866,47.0
cesta III. triedy,2415,Most,066024_008 Most cez Tajovský potok v B.Bystrici - Hušták,M7902,M7902.01,8,Dobrý,19.13634409,48.728085504,300.0,rámová,prefabrikovaný železobetón,32.0,80.0,196.0,projektovaná,Vodný tok,1989.0,,1.0,6.54,,100.9,26.5,,,BB SK,BB RSC - BB,Banská Bystrica,v smere trasy CK,medzikrižovatkový,3614A32801,3614A52903,741842,194,,8.286,51.0
cesta III. triedy,2415,Most,066024_008 Most cez Tajovský potok v B.Bystrici - Hušták,M7902,M7902.01,8,Dobrý,19.13634409,48.728085504,300.0,rámová,prefabrikovaný železobetón,32.0,80.0,196.0,projektovaná,Vodný tok,1989.0,,1.0,6.54,,100.9,26.5,,,BB SK,BB RSC - BB,Banská Bystrica,proti smeru trasy CK,medzikrižovatkový,3614A52902,3614A32802,66098,10,,8.295,65.0
cesta III. triedy,2415,Most,066024-006_most cez technologické vedenia v B. Bystrici-Radvani,M400,M400.01,6,Dobrý,19.13460824,48.724655868,0.0,trámová,prefabrikovaný železobetón,20.0,39.0,135.0,odhadom,"Iná prekážka,  Iná prekážka",1985.0,,1.0,9.56,,67.55,6.0,,,BB SK,BB RSC - BB,Banská Bystrica,proti smeru trasy CK,medzikrižovatkový,3614A25101,3614A51402,280428,44,,7.828,69.0
cesta III. triedy,2415,Most,066024-007_most cez potok Udurná pri M'cDonalde v B. Bystrici-Radvani,M7482,M7482.01,7,Dobrý,19.13634409,48.728085504,0.0,rámová,prefabrikovaný železobetón,50.0,89.0,420.0,odhadom,"Vodný tok,  Vodný tok",1989.0,,1.0,2.98,,26.5,,,,BB SK,BB RSC - BB,Banská Bystrica,proti smeru trasy CK,medzikrižovatkový,3614A25101,3614A51402,280428,4,,7.868,69.0
cesta III. triedy,2415,Most,066024-005_most cez Malachovský potok s podchodom pre peších v Radvani,M2074,M2074.01,5,Zlý,19.132436638,48.722043092,0.0,dosková,prefabrikovaný železobetón,22.0,45.0,183.0,odhadom,"Vodný tok,  Vodný tok",1981.0,,1.0,10.9,,10.5,8.0,,,BB SK,BB RSC - BB,Banská Bystrica,proti smeru trasy CK,medzikrižovatkový,3614A24601,3614A24701,280423,62,,7.452,73.0
cesta III. triedy,2417,Most,066032-001_most cez potok Zolná v obci Ponická Huta,M5160,M5160.01,1,Dobrý,19.299647553,48.690799769,477.93025,dosková,monolitický predpätý betón,32.0,80.0,196.0,statický výpočet,Vodný tok,2001.0,,1.0,11.25,,8.75,7.0,,,BB SK,BB RSC - BB,Banská Bystrica,oba smery trasy CK,medzikrižovatkový,3614A13100,3614A05402,280260,31,,0.592,5.0
cesta III. triedy,2418,Most,066033-002_most cez Selčiansky potok v B. Bystrici-časť Senica,M5982,M5982.01,2,Dobrý,19.187008578,48.746535989,361.146999,dosková,monolitický železobetón,9.0,20.0,77.0,odhadom,Vodný tok,1939.0,,1.0,4.5,,6.45,6.45,,,BB SK,BB RSC - BB,Banská Bystrica,oba smery trasy CK,medzikrižovatkový,3614A44300,3614A52000,749155,121,0.558,0.568,9.0
cesta III. triedy,2418,Most,066033-003_most potok Rakovec v obci Selce,M4889,M4889.01,3,Uspokojivý,19.198536314,48.759682709,384.9035,dosková,monolitický železobetón,13.0,40.0,280.0,odhadom,Vodný tok,1939.0,,1.0,3.0,,7.1,,,,BB SK,BB RSC - BB,Banská Bystrica,oba smery trasy CK,medzikrižovatkový,3614A23000,3614A45400,280406,109,2.293,2.303,15.0
cesta III. triedy,2418,Most,066033-005_most potok Ľupčica za obcou Priechod,M3658,M3658.01,5,Uspokojivý,19.221328665,48.800914185,467.8315,dosková,monolitický železobetón,16.0,32.0,186.0,odhadom,Vodný tok,1948.0,,1.0,7.6,,5.95,5.95,,,BB SK,BB RSC - BB,Banská Bystrica,oba smery trasy CK,medzikrižovatkový,3614A23900,3614A46500,280415,2298,8.826,8.836,26.0
cesta III. triedy,2418,Most,066033-006_most cez potok Ľupčica v obci Baláže,M2751,M2751.01,6,Uspokojivý,19.195971069,48.813351769,536.93475,dosková,monolitický železobetón,9.0,37.0,214.0,odhadom,Vodný tok,1949.0,,1.0,6.1,,4.2,4.1,,,BB SK,BB RSC - BB,Banská Bystrica,oba smery trasy CK,medzikrižovatkový,3614A46500,3614A04200,752596,159,11.35,11.324,27.0
cesta III. triedy,2419,Most,066034-001_most cez Nemčiansky potok v Nemciach,M6768,M6768.01,1,Uspokojivý,19.189725249,48.755679101,373.424499,dosková,monolitický železobetón,15.0,37.0,252.0,odhadom,Vodný tok,1946.0,,1.0,3.6,,6.4,,,,BB SK,BB RSC - BB,Banská Bystrica,oba smery trasy CK,medzikrižovatkový,3614A22600,3614A58500,280402,283,,1.304,8.0
cesta III. triedy,2419,Most,066034-003_most cez zrážkové vody v Kostiviarskej,M2215,M2215.01,3,Uspokojivý,19.141405433,48.758794606,364.976999,trámová,monolitický železobetón,4.0,11.0,42.0,odhadom,Vodný tok,1938.0,,1.0,9.55,,8.6,6.0,,,BB SK,BB RSC - BB,Banská Bystrica,oba smery trasy CK,medzikrižovatkový,3614A21600,3614A21700,280392,22,,7.427,25.0
cesta III. triedy,2419,Most,066034-004_most cez potok Bystrica v Kostiviarskej,M7033,M7033.01,4,Uspokojivý,19.1400577,48.758929196,361.356,trámová,monolitický železobetón,10.0,22.0,50.0,odhadom,Vodný tok,1938.0,,1.0,12.0,,6.5,4.5,,,BB SK,BB RSC - BB,Banská Bystrica,oba smery trasy CK,medzikrižovatkový,3614A21700,3614A03700,280393,52,,7.526,26.0
cesta III. triedy,2420,Most,066035-002_most cez Hron v Šalkovej pri B. Bystrici,M1304,M1304.01,2,Veľmi zlý,19.217478985,48.739957706,357.245999,trámová,oceľ -  plnostenná,19.0,57.0,118.0,podľa tabuliek,Vodný tok,1956.0,,3.0,50.5,,5.8,4.8,,,BB SK,BB RSC - BB,Banská Bystrica,oba smery trasy CK,medzikrižovatkový,3614A44900,3614A04700,749197,10,-0.584,0.369,6.0
cesta III. triedy,2420,Most,066035-003_most cez potok Vladárka v obci Poniky,M5518,M5518.01,3,Uspokojivý,19.28573933,48.709604629,480.2605,dosková,monolitický železobetón,11.0,27.0,317.0,odhadom,Záplavové územie,1938.0,,1.0,4.0,,8.0,6.5,,,BB SK,BB RSC - BB,Banská Bystrica,oba smery trasy CK,medzikrižovatkový,3614A46700,3614A46600,753111,1,6.987,7.94,15.0
cesta III. triedy,2420,Most,066035-004_most cez Ponický potok v obci Poniky,M2297,M2297.01,4,Dobrý,19.287102807,48.708253613,478.178499,dosková,monolitický železobetón,15.0,39.0,322.0,odhadom,Vodný tok,1938.0,,1.0,3.7,,12.0,,,,BB SK,BB RSC - BB,Banská Bystrica,oba smery trasy CK,medzikrižovatkový,3614A04801,3614A27700,2898,3,7.175,8.128,18.0
cesta III. triedy,2420,Most,066035-005_most cez Ponický potok v obci Poniky,M3017,M3017.01,5,Dobrý,19.289168407,48.70438675,474.861499,klenbová,monolitický prostý betón,5.0,17.0,68.0,odhadom,Vodný tok,1900.0,,1.0,3.0,,6.0,,,,BB SK,BB RSC - BB,Banská Bystrica,oba smery trasy CK,medzikrižovatkový,3614A08800,3614A08900,280187,19,7.676,8.629,23.0
cesta III. triedy,2420,Most,066035-006_most cez potok Zolná v obci Čačín,M5578,M5578.01,6,Dobrý,19.255463825,48.673365081,407.3695,dosková,monolitický železobetón,30.0,44.0,299.0,odhadom,Vodný tok,1947.0,,1.0,6.4,,6.8,,,,BB SK,BB RSC - BB,Banská Bystrica,oba smery trasy CK,medzikrižovatkový,3632A04900,3632A08100,8930,521,13.035,14.03,33.0
cesta III. triedy,2421,Most,066036-002_most cez Môlčanský potok za obcou Šalková,M2989,M2989.01,2,Zlý,19.206248293,48.730532793,368.209,dosková,prefabrikovaný železobetón,14.0,31.0,141.0,odhadom,Vodný tok,1935.0,,1.0,4.0,,5.0,4.3,,,BB SK,BB RSC - BB,Banská Bystrica,oba smery trasy CK,medzikrižovatkový,3614A07800,3614A47200,280177,522,,1.892,8.0
cesta III. triedy,2421,Most,066036-003_most cez Môlčanský potok pred obcou Môlča,M1916,M1916.01,3,Veľmi zlý,19.207832243,48.730111619,364.388999,rámová,monolitický železobetón,2.0,10.0,66.0,odhadom,Vodný tok,1941.0,,1.0,4.2,,4.6,,,,BB SK,BB RSC - BB,Banská Bystrica,oba smery trasy CK,medzikrižovatkový,3614A07800,3614A47200,280177,933,,2.303,8.0
cesta III. triedy,2421,Most,066036-004_most cez Môlčanský potok pred obcou Môlča,M4429,M4429.01,4,Zlý,19.21086797,48.728577893,371.134999,dosková,monolitický železobetón,5.0,22.0,162.0,odhadom,Vodný tok,1935.0,,1.0,3.25,,4.6,,,,BB SK,BB RSC - BB,Banská Bystrica,oba smery trasy CK,medzikrižovatkový,3614A07800,3614A47200,280177,1418,,2.788,8.0
cesta III. triedy,2421,Most,066036-005_most cez Môlčanský potok pred obcou Môlča,M3710,M3710.01,5,Uspokojivý,19.220458023,48.722081014,417.013,dosková,monolitický železobetón,5.0,22.0,162.0,odhadom,Vodný tok,1935.0,,1.0,4.0,,4.6,,,,BB SK,BB RSC - BB,Banská Bystrica,oba smery trasy CK,medzikrižovatkový,3614A07800,3614A47200,280177,2000,,3.37,8.0
cesta III. triedy,2421,Most,066036-007_most cez Môlčanský potok v obci Môlča,M2222,M2222.01,7,Uspokojivý,19.230103423,48.711673661,451.160499,klenbová,kameň,4.0,29.0,276.0,odhadom,Vodný tok,1900.0,,1.0,3.1,,4.0,,,,BB SK,BB RSC - BB,Banská Bystrica,oba smery trasy CK,medzikrižovatkový,3614A07800,3614A47200,280177,2412,,3.782,8.0
cesta III. triedy,2421,Most,066036-008_most cez Môlčanský potok pri ZŠ v obci Môlča,M575,M575.01,8,Zlý,19.220104517,48.70417454,477.702499,dosková,monolitický železobetón,11.0,42.0,320.0,odhadom,Vodný tok,1935.0,,1.0,2.7,,5.0,,,,BB SK,BB RSC - BB,Banská Bystrica,oba smery trasy CK,medzikrižovatkový,3614A07800,3614A47200,280177,3455,,4.825,8.0
cesta III. triedy,2422,Most,066037-001_most cez miestny potok v Ponickej Lehôtke,M5675,M5675.01,1,Dobrý,19.292731302,48.712878029,491.5485,dosková,monolitický železobetón,24.0,43.0,235.0,odhadom,Vodný tok,1955.0,,1.0,2.8,,65.7,64.7,,,BB SK,BB RSC - BB,Banská Bystrica,oba smery trasy CK,medzikrižovatkový,3614A12600,3614A12700,280255,255,,0.687,7.0
cesta III. triedy,2423,Most,066038-001_most cez potok Vladárka v obci Oravce,M3744,M3744.01,1,Veľmi zlý,19.263581036,48.684571547,423.471749,dosková,prefabrikovaný železobetón,11.0,20.0,347.0,odhadom,Vodný tok,1950.0,,1.0,6.5,,7.3,,,,BB SK,BB RSC - BB,Banská Bystrica,oba smery trasy CK,medzikrižovatkový,3614A47100,3614A04901,753975,1,,0.999,2.0
cesta III. triedy,2424,Most,066039-001_most cez Hrochoťský potok v obci Hrochoť,M1495,M1495.01,1,Uspokojivý,19.267324184,48.663567017,451.452,dosková,monolitický železobetón,21.0,32.0,303.0,odhadom,Vodný tok,1949.0,,1.0,4.75,,7.6,7.5,,,BB SK,BB RSC - BB,Banská Bystrica,oba smery trasy CK,medzikrižovatkový,3632A09700,3632A09800,280453,888,,1.031,2.0
cesta III. triedy,2426,Most,066041-001_most cez Moštenický potok v točke pred Moštenicou,M437,M437.01,1,Havarijný,19.292472191,48.788180551,415.167,dosková,monolitický železobetón,5.0,14.0,100.0,odhadom,Vodný tok,1937.0,,1.0,4.0,,6.4,6.0,,,BB SK,BB RSC - BB,Banská Bystrica,oba smery trasy CK,medzikrižovatkový,3614A02700,3614A11100,9374,1561,,1.561,1.0
cesta III. triedy,2426,Most,066041-002_most cez Moštenický potok v obci Moštenica,M3664,M3664.01,2,Uspokojivý,19.291287904,48.805135678,448.05925,dosková,monolitický železobetón,3.0,7.0,52.0,odhadom,Vodný tok,1937.0,,1.0,5.6,,6.2,,,,BB SK,BB RSC - BB,Banská Bystrica,oba smery trasy CK,medzikrižovatkový,3614A02700,3614A11100,9374,3638,,3.638,1.0
cesta III. triedy,2427,Most,"066042-001_most na odbočení do Biotikiky Sl. Ľupča cez žel. trať ZV-Margecany žkm 24,133",M7777,M7777.01,1,Uspokojivý,19.232512487,48.746799383,368.331749,dosková,prefabrikovaný predpätý betón,20.0,56.0,253.0,podľa tabuliek,Železnica,1975.0,,3.0,36.0,,11.0,8.5,,,BB SK,BB RSC - BB,Banská Bystrica,oba smery trasy CK,medzikrižovatkový,3614A01503,3614A10200,9373,15,-0.02,0.055,5.0
cesta III. triedy,2427,Most,066042-003_most cez potok Ľupčica v Sl. Ľupči,M6232,M6232.01,3,Uspokojivý,19.267355412,48.764539861,376.96675,dosková,monolitický železobetón,13.0,31.0,136.0,podľa tabuliek,Vodný tok,1940.0,,1.0,7.0,,14.3,11.1,,,BB SK,BB RSC - BB,Banská Bystrica,oba smery trasy CK,medzikrižovatkový,3614A46100,3614A11003,751634,5,3.549,3.624,14.0
cesta III. triedy,2427,Most,066042-004_most cez Moštenický potok pred obcou Lučatín,M1192,M1192.01,4,Uspokojivý,19.302427667,48.775458164,384.963,dosková,prefabrikovaný železobetón,35.0,90.0,362.0,podľa tabuliek,Vodný tok,1956.0,,1.0,5.0,,7.6,6.6,,,BB SK,BB RSC - BB,Banská Bystrica,oba smery trasy CK,medzikrižovatkový,3614A45900,3614A02700,751627,1123,6.473,6.548,28.0
cesta III. triedy,2427,Most,066042-008_most cez potok Vážna pred Hiadlom,M2488,M2488.01,8,Uspokojivý,19.330974045,48.787024525,409.1665,dosková,monolitický železobetón,9.0,16.0,68.0,odhadom,Vodný tok,1937.0,,1.0,5.0,,6.0,,,,BB SK,BB RSC - BB,Banská Bystrica,oba smery trasy CK,medzikrižovatkový,3623A01003,3614A27300,9376,1208,10.46,10.535,41.0
cesta III. triedy,2427,Most,066042-009_most cez potok Vážna v obci Hiadeľ,M5596,M5596.01,9,Uspokojivý,19.321680306,48.802963613,456.2375,dosková,monolitický železobetón,22.0,50.0,232.0,odhadom,Vodný tok,1959.0,,1.0,4.1,,5.8,,,,BB SK,BB RSC - BB,Banská Bystrica,oba smery trasy CK,medzikrižovatkový,3623A01003,3614A27300,9376,3117,12.369,12.444,41.0
cesta III. triedy,2428,Most,066043-001_most cez potok Hutná pred obcou Ľubietová,M1497,M1497.01,1,Uspokojivý,19.382549726,48.739881322,512.910499,dosková,monolitický železobetón,10.0,15.0,309.0,odhadom,Vodný tok,1935.0,,1.0,4.1,,6.35,,,,BB SK,BB RSC - BB,Banská Bystrica,oba smery trasy CK,medzikrižovatkový,3623A07400,3623A07500,280314,263,6.325,6.262,21.0
cesta III. triedy,2428,Most,066043-002_most cez potok Hutná za obcou Ľubietová pri píle,M5984,M5984.01,2,Zlý,19.383171908,48.737072147,522.206749,dosková,monolitický železobetón,6.0,13.0,57.0,odhadom,Vodný tok,1942.0,,1.0,6.2,,7.5,,,,BB SK,BB RSC - BB,Banská Bystrica,oba smery trasy CK,medzikrižovatkový,3623A07600,3623A08400,280316,45,6.689,6.626,23.0
cesta III. triedy,2428,Most,066043-004_most cez potok Vôdka v obci Strelníky,M6809,M6809.01,4,Uspokojivý,19.39262613,48.722545445,640.797999,dosková,monolitický železobetón,24.0,51.0,398.0,odhadom,Vodný tok,1955.0,,1.0,5.4,,9.9,,,,BB SK,BB RSC - BB,Banská Bystrica,oba smery trasy CK,medzikrižovatkový,3623A08200,3623A27700,280322,4,9.778,9.715,30.0
cesta III. triedy,2428,Most,066043-006_most cez potok Vôdka pred obcou Povrazník,M2072,M2072.01,6,Zlý,19.384344629,48.721063307,600.027499,dosková,monolitický železobetón,15.0,43.0,353.0,odhadom,Vodný tok,1955.0,,1.0,3.4,,6.0,,,,BB SK,BB RSC - BB,Banská Bystrica,oba smery trasy CK,medzikrižovatkový,3623A08300,3623A08500,280323,510,10.507,10.444,33.0
cesta III. triedy,2429,Most,066044-001_most cez rieku Hron v obci Medzibrod,M7396,M7396.01,1,Uspokojivý,19.349707385,48.790916898,394.76575,trámová,prefabrikovaný predpätý betón,22.0,90.0,140.0,odhadom,Vodný tok,1978.0,,1.0,32.82,,9.5,7.0,,,BB SK,BB RSC - BB,Banská Bystrica,oba smery trasy CK,medzikrižovatkový,3623A00603,3623A02900,342752,883,,0.914,3.0
cesta III. triedy,2430,Most,066045-002_most cez rieku Hron v Brusne-Hronove,M4163,M4163.01,2,Uspokojivý,19.384604623,48.792738549,405.398749,trámová,prefabrikovaný predpätý betón,29.0,52.0,224.0,odhadom,Vodný tok,1960.0,,3.0,40.5,,9.05,6.55,,,BB SK,BB RSC - BB,Banská Bystrica,oba smery trasy CK,medzikrižovatkový,3623A08802,3623A08900,1246067,78,,0.497,6.0
cesta III. triedy,2431,Most,066046-001_most cez potok Sopotnica v obci Brusno,M208,M208.01,1,Uspokojivý,19.383243765,48.795794627,410.623,dosková,monolitický železobetón,11.0,22.0,30.0,odhadom,Vodný tok,1946.0,,1.0,5.0,,7.15,6.45,,,BB SK,BB RSC - BB,Banská Bystrica,oba smery trasy CK,medzikrižovatkový,3623A05400,3623A05500,280224,8,,1.287,6.0
cesta III. triedy,2431,Most,066046-003_most cez potok Bukovec pred obcou Bukovec,M3147,M3147.01,3,Uspokojivý,19.383429393,48.816361227,452.0975,dosková,monolitický železobetón,32.0,57.0,350.0,odhadom,Vodný tok,1959.0,,1.0,6.75,,6.15,5.15,,,BB SK,BB RSC - BB,Banská Bystrica,oba smery trasy CK,medzikrižovatkový,3623A00900,3623A09500,3540,1580,,4.133,9.0
cesta III. triedy,2431,Most,066046-004_most cez potok Bukovec pred obcou Bukovec,M446,M446.01,4,Zlý,19.379578478,48.826218341,492.622,dosková,prefabrikovaný železobetón,17.0,35.0,261.0,odhadom,Vodný tok,1959.0,,1.0,7.6,,6.0,5.0,,,BB SK,BB RSC - BB,Banská Bystrica,oba smery trasy CK,medzikrižovatkový,3623A09500,3623A02300,280335,405,,5.281,10.0
cesta III. triedy,2432,Most,066075-002_most-podchod pre peších Kostiviarska-Sásová,M1509,M1509.01,2,Veľmi dobrý,19.149337695,48.756168223,386.828999,rámová,prefabrikovaný železobetón,32.0,80.0,196.0,projektovaná,Miestna komunikácia,1992.0,,1.0,3.96,,14.05,14.05,,,BB SK,BB RSC - BB,Banská Bystrica,oba smery trasy CK,medzikrižovatkový,3614A21200,3614A00700,280388,123,,3.286,14.0
cesta III. triedy,2434,Most,578002-001_most cez Tajovský potok za obcou Tajov,M4654,M4654.01,1,Veľmi dobrý,19.049064007,48.740765074,537.4425,rámová,prefabrikovaný železobetón,32.0,80.0,196.0,projektovaná,Vodný tok,1994.0,,1.0,4.46,,28.5,,,,BB SK,BB RSC - BB,Banská Bystrica,oba smery trasy CK,medzikrižovatkový,3614A06900,3614A07000,280168,14,,1.617,3.0
cesta III. triedy,2440,Most,050085-000C Most na ceste III/050 85 Budča - Bienska dolina,M6863,M6863.01,000C,Dobrý,19.084114738,48.577873084,296.357999,rámová,oceľobetón,32.0,80.0,196.0,,Vodný tok,2006.0,,1.0,4.854,,,7.5,,77.15,BB SK,BB RSC - BB,Zvolen,oba smery trasy CK,medzikrižovatkový,3632A27000,3632A48900,474354,994,-0.396,2.011,20.0
cesta III. triedy,2440,Most,050085-001 Most cez potok Turová v obci Budča,M6814,M6814.01,1,Zlý,19.06886836,48.574397196,285.833249,trámová,monolitický železobetón,28.0,47.0,383.0,odhadom,Vodný tok,1937.0,,1.0,7.4,,9.4,,,,BB SK,BB RSC - BB,Zvolen,oba smery trasy CK,medzikrižovatkový,3632A26200,3632A49000,759829,45,0.787,3.194,22.0
cesta III. triedy,2440,Most,050085-002 Most cez potok Sietenec za obcou Budča,M3259,M3259.01,2,Uspokojivý,19.048599356,48.569427626,301.421499,dosková,monolitický železobetón,24.0,41.0,294.0,podľa tabuliek,Vodný tok,1957.0,,1.0,2.05,,11.0,11.0,,,BB SK,BB RSC - BB,Zvolen,oba smery trasy CK,medzikrižovatkový,3632A26700,3632A53800,474343,863,2.404,4.935,30.0
