Trieda CK,Číslo CK,Pôvodné číslo CK,Evidenčné číslo mosta,ID mosta,Názov mosta,Investor,Rok postavenia,Zhotovitel,Zaťažovacia trieda STN,Počet otvorov,Dĺžka premostenia,Dĺžka nosnej konštrukcie,Voľná šírka mosta,Šírka medzi obrubami,Plocha nosnej konštrukcie,Plocha mosta,Stavebno-technický stav,LongitudeE,LatitudeN,VyskaH,Správca - most,Vlastník - most,Dlzka DC,Druh konštrukcie,Materiál konštrukcie,Zaťažiteľnosť normálna,Zaťažiteľnost výhradná,Zaťažiteľnosť výnimočná,Spôsob stanovenia,Predmet premostenia,Smer_úseku,Typ_úseku,Vlastník CK,Typ správcu CK,Správca CK,Kraj,Okres,Pokračovanie,Poradie,Usek ID,Poc. Uzol,Konc. Uzol,Ev. dlzka useku,Úsekové staničenie začiatku,Kilometrovníkové staničenie začiatku - DC,Kumulatívne staničenie začiatku - DC,Kilometrovníkové staničenie začiatku - UZLA,Kumulatívne staničenie začiatku -UZLA
cesta III. triedy,1320,513004,1,M6054,Most cez Dudváh pred obcou Siladice,,1962.0,,,1.0,19.5,,10.0,8.4,,,Uspokojivý,17.736200931,48.366081596,138.739499,Správa a údržba ciest Trnavského samosprávneho kraja - oblasť Trnava,Trnavský samosprávny kraj,19.5,trámová,prefabrikovaný predpätý betón,40.0,48.0,80.0,odhadom,Vodný tok,oba smery trasy CK,medzikrižovatkový,TT SK,SUC TTSK,SUC TTSK - TT,Trnavský kraj,Hlohovec,0.0,19,347268,3534A19100,3534A04900,1148,294,8.545,8372,8251.0,8078
cesta III. triedy,1322,513008,1,M324,Most cez inundačné územie - Sasinkovo,,1938.0,,,1.0,3.2,,6.0,,,,Uspokojivý,17.857038145,48.369983276,179.793,Správa a údržba ciest Trnavského samosprávneho kraja - oblasť Trnava,Trnavský samosprávny kraj,3.2,dosková,monolitický železobetón,50.0,60.0,100.0,odhadom,Záplavové územie,oba smery trasy CK,medzikrižovatkový,TT SK,SUC TTSK,SUC TTSK - TT,Trnavský kraj,Hlohovec,0.0,1,347245,3534A16800,3534A16900,130,22,2.357,2314,2335.0,2292
cesta III. triedy,1323,513009,2,M5037,Most cez Kľačanský potok - Kľačany,,1949.0,,,1.0,3.6,,7.0,6.0,,,Dobrý,17.870322694,48.388277571,164.914999,Správa a údržba ciest Trnavského samosprávneho kraja - oblasť Trnava,Trnavský samosprávny kraj,3.6,dosková,monolitický železobetón,50.0,60.0,100.0,odhadom,Vodný tok,oba smery trasy CK,medzikrižovatkový,TT SK,SUC TTSK,SUC TTSK - TT,Trnavský kraj,Hlohovec,0.0,0,1100,3534A02400,3534A16500,545,318,,318,0.0,0
cesta III. triedy,1325,514002,2,M6834,Most cez Bezmenný potok - Dolné Otrokovce,,1947.0,,,1.0,2.7,,5.5,,,,Uspokojivý,17.911506636,48.464971081,180.311,Správa a údržba ciest Trnavského samosprávneho kraja - oblasť Trnava,Trnavský samosprávny kraj,2.7,dosková,monolitický železobetón,50.0,60.0,100.0,odhadom,Vodný tok,oba smery trasy CK,medzikrižovatkový,TT SK,SUC TTSK,SUC TTSK - TT,Trnavský kraj,Hlohovec,0.0,2,347211,3534A13400,3534A13500,160,4,1.838,1629,1834.0,1625
cesta III. triedy,1326,514003,3,M2501,Most v katastri obce Kapince,,1963.0,,,3.0,18.0,,9.5,7.0,,,Veľmi dobrý,17.980206326,48.448460803,155.54575,"Regionálna správa a údržba ciest Nitra, a.s. - Stredisko správy a údržby Nitra",Nitriansky samosprávny kraj,18.0,dosková,prefabrikovaný železobetón,32.0,80.0,196.0,projektovaná,Vodný tok,oba smery trasy CK,medzikrižovatkový,NR SK,RSUC NR,RSUC NR - SSU NR,Nitriansky kraj,Nitra,0.0,5,509809,3534A42200,3534A07000,382,282,,3280,2998.0,2998
cesta III. triedy,1332,51080,1,M4257,Most na poľnej ceste v smere Sereď - Nový Majer,,1995.0,,,3.0,69.58,,7.5,7.5,,,Dobrý,17.708729678,48.282826083,133.901249,Správa a údržba ciest Trnavského samosprávneho kraja - oblasť Trnava,Trnavský samosprávny kraj,69.58,dosková,prefabrikovaný železobetón,32.0,75.0,150.0,odhadom,Cestná komunikácia,oba smery trasy CK,medzikrižovatkový,TT SK,SUC TTSK,SUC TTSK - TT,Trnavský kraj,Galanta,0.0,3,509286,4512A26900,4512A27000,1169,168,0.258,323,90.0,155
cesta III. triedy,1332,51080,2,M4259,"Most cez potok Šard, Sereď-Malý Háj",,1930.0,,,1.0,5.7,,7.3,6.3,,,Uspokojivý,17.670888369,48.274759288,125.699999,Správa a údržba ciest Trnavského samosprávneho kraja - oblasť Trnava,Trnavský samosprávny kraj,5.7,dosková,monolitický železobetón,10.0,22.0,36.0,odhadom,Vodný tok,oba smery trasy CK,medzikrižovatkový,TT SK,SUC TTSK,SUC TTSK - TT,Trnavský kraj,Galanta,0.0,5,509288,4512A27100,4512A05000,2358,1982,3.501,3566,1519.0,1584
cesta III. triedy,1333,,,M9488,Most cez Stoličný potok,Mesto Sládkovičovo,2012.0,AVA - stav s.r.o.,A,0.0,10.0,11.2,7.5,7.5,95.2,101.92,Nezistený,17.607174626,48.193853225,120.0,Správa a údržba ciest Trnavského samosprávneho kraja - oblasť Trnava,Trnavský samosprávny kraj,,,,32.0,80.0,196.0,projektovaná,,oba smery trasy CK,medzikrižovatkový,TT SK,SUC TTSK,SUC TTSK - TT,Trnavský kraj,Galanta,0.0,0,672796,4511A02805,4511A46300,1793,571,0.534,571,-37.0,0
cesta III. triedy,1333,62002,3,M2495,Most na ceste II.tr. cez Dudváh v Sládkovičove,,1989.0,,,1.0,18.96,,15.5,11.0,,,Uspokojivý,17.648135908,48.207115519,121.45725,Správa a údržba ciest Trnavského samosprávneho kraja - oblasť Trnava,Trnavský samosprávny kraj,18.96,dosková,prefabrikovaný predpätý betón,35.0,101.0,294.0,odhadom,Vodný tok,oba smery trasy CK,medzikrižovatkový,TT SK,SUC TTSK,SUC TTSK - TT,Trnavský kraj,Galanta,0.0,17,509883,4511A48000,4511A48100,229,101,4.221,4287,4120.0,4186
cesta III. triedy,1333,62002,4,M3551,,,1965.0,,,1.0,4.0,,11.0,6.5,,,Zlý,17.658066109,48.217927577,122.2715,Správa a údržba ciest Trnavského samosprávneho kraja - oblasť Trnava,Trnavský samosprávny kraj,4.0,dosková,monolitický železobetón,50.0,60.0,90.0,odhadom,Vodný tok,v smere trasy CK,medzikrižovatkový,TT SK,SUC TTSK,SUC TTSK - TT,Trnavský kraj,Galanta,2.0,0,90192,4511A09000,4511A03100,978,952,5.711,5694,4759.0,4742
cesta III. triedy,1334,62004,1,M3232,III_062004 - 001 Most nad diaľnicou D1 - Čataj - Igram,,1978.0,,,3.0,56.38,,7.5,7.5,,422.85,Veľmi zlý,17.471791292,48.279740517,146.845749,Regionálne cesty Bratislava,Bratislavský samosprávny kraj,56.38,trámová,monolitický predpätý betón,27.0,81.0,215.0,podľa tabuliek,Cestná komunikácia,oba smery trasy CK,medzikrižovatkový,BA SK,RC BA,RC BA,Bratislavský kraj,Senec,1.0,29,372266,4511A27600,4511A27700,1115,764,15.784,15879,15020.0,15115
cesta III. triedy,1335,62005,1,M7444,Most cez potok Kalník medzi obcami P.Úľany a L.Dvor,,1963.0,,,1.0,2.1,,10.75,10.1,,,Uspokojivý,17.568118189,48.22917689,121.6015,Správa a údržba ciest Trnavského samosprávneho kraja - oblasť Trnava,Trnavský samosprávny kraj,2.1,dosková,monolitický železobetón,50.0,60.0,100.0,odhadom,Vodný tok,oba smery trasy CK,medzikrižovatkový,TT SK,SUC TTSK,SUC TTSK - TT,Trnavský kraj,Galanta,0.0,1,507735,4511A44800,4511A44900,208,107,0.263,264,156.0,157
cesta III. triedy,1335,62005,2,M7650,Most cez Stoličný potok medzi obcami P.Úľany a L.Dvor,,1934.0,,,1.0,7.0,,6.1,4.8,,,Uspokojivý,17.566434043,48.22784805,121.67775,Správa a údržba ciest Trnavského samosprávneho kraja - oblasť Trnava,Trnavský samosprávny kraj,7.0,trámová,monolitický železobetón,40.0,50.0,80.0,odhadom,Vodný tok,oba smery trasy CK,medzikrižovatkový,TT SK,SUC TTSK,SUC TTSK - TT,Trnavský kraj,Galanta,0.0,2,507736,4511A44900,4511A45000,1026,91,0.455,456,364.0,365
cesta III. triedy,1335,62005,3,M6509,Most cez Zický potok medzi obcami P.Úľany a L.Dvor,,1934.0,,,1.0,4.0,,6.0,5.0,,,Uspokojivý,17.564510436,48.22637134,120.1505,Správa a údržba ciest Trnavského samosprávneho kraja - oblasť Trnava,Trnavský samosprávny kraj,4.0,dosková,monolitický železobetón,40.0,50.0,80.0,odhadom,Vodný tok,oba smery trasy CK,medzikrižovatkový,TT SK,SUC TTSK,SUC TTSK - TT,Trnavský kraj,Galanta,0.0,2,507736,4511A44900,4511A45000,1026,309,0.673,674,364.0,365
cesta III. triedy,1335,62005,5,M1009,Most cez Suchý potok medzi obcami P.Úľany a L.Dvor,,1934.0,,,1.0,3.5,,6.0,4.8,,,Uspokojivý,17.551127599,48.215746551,122.364,Správa a údržba ciest Trnavského samosprávneho kraja - oblasť Trnava,Trnavský samosprávny kraj,3.5,dosková,monolitický železobetón,40.0,50.0,80.0,odhadom,Vodný tok,oba smery trasy CK,medzikrižovatkový,TT SK,SUC TTSK,SUC TTSK - TT,Trnavský kraj,Galanta,0.0,3,507737,4511A45000,4511A45100,2833,829,2.218,2220,1390.0,1391
cesta III. triedy,1336,62007,3,M1829,Most cez Dudváh v obci Čierny Brod,,1966.0,,,1.0,27.8,,8.9,6.8,,,Zlý,17.667036273,48.149728915,119.088499,Správa a údržba ciest Trnavského samosprávneho kraja - oblasť Trnava,Trnavský samosprávny kraj,27.8,trámová,prefabrikovaný predpätý betón,50.0,60.0,100.0,odhadom,Vodný tok,oba smery trasy CK,medzikrižovatkový,TT SK,SUC TTSK,SUC TTSK - TT,Trnavský kraj,Galanta,0.0,16,508970,4514A25500,4514A01203,190,91,6.963,7025,6872.0,6934
cesta III. triedy,1337,,1,M743,Most cez Dudváh - Malá Mača,,1924.0,,,1.0,6.8,,10.2,8.5,,,Uspokojivý,17.63502837,48.220689338,120.99825,Správa a údržba ciest Trnavského samosprávneho kraja - oblasť Trnava,Trnavský samosprávny kraj,6.8,dosková,monolitický železobetón,50.0,60.0,100.0,odhadom,Vodný tok,oba smery trasy CK,medzikrižovatkový,TT SK,SUC TTSK,SUC TTSK - TT,Trnavský kraj,Galanta,1.0,0,672836,4511A03007,4511A43700,1290,1270,1.912,1884,642.0,614
cesta III. triedy,1337,62008,3,M7140,Most cez vedľajšie rameno Dudváhu v obci Hoste,,1942.0,,,1.0,4.3,,7.7,6.9,,,Veľmi zlý,17.638495519,48.259250047,125.527,Správa a údržba ciest Trnavského samosprávneho kraja - oblasť Trnava,Trnavský samosprávny kraj,4.3,dosková,monolitický železobetón,50.0,60.0,100.0,odhadom,Vodný tok,oba smery trasy CK,medzikrižovatkový,TT SK,SUC TTSK,SUC TTSK - TT,Trnavský kraj,Galanta,1.0,9,507732,4511A44500,4511A44600,2054,1901,7.222,7203,5269.0,5302
cesta III. triedy,1337,62008,4,M3305,Most cez vedľajšie rameno Dudváhu v obci Hoste,,1938.0,,,1.0,4.4,,10.1,8.5,,,Uspokojivý,17.634411411,48.263950019,123.962,Správa a údržba ciest Trnavského samosprávneho kraja - oblasť Trnava,Trnavský samosprávny kraj,4.4,dosková,monolitický železobetón,50.0,60.0,100.0,odhadom,Vodný tok,oba smery trasy CK,medzikrižovatkový,TT SK,SUC TTSK,SUC TTSK - TT,Trnavský kraj,Galanta,1.0,11,507734,4511A44700,4511B00900,666,90,7.897,7878,7807.0,7788
cesta III. triedy,1337,62008,6,M5699,Most cez potok Trnávka pri obci Majcichov,,1932.0,,,2.0,21.99,,9.9,8.6,,,Dobrý,17.631547858,48.295895806,131.697499,Správa a údržba ciest Trnavského samosprávneho kraja - oblasť Trnava,Trnavský samosprávny kraj,21.99,dosková,monolitický železobetón,16.0,32.0,40.0,odhadom,Vodný tok,oba smery trasy CK,medzikrižovatkový,TT SK,SUC TTSK,SUC TTSK - TT,Trnavský kraj,Trnava,1.0,22,436898,4511A32300,4511A32400,1673,508,12.045,11782,11537.0,11274
cesta III. triedy,1337,62008,006A,M7599,Most na ceste III/0628 nad R1,,1998.0,,,4.0,68.21,,7.5,7.5,,,Uspokojivý,17.645430165,48.314542968,141.539749,Správa a údržba ciest Trnavského samosprávneho kraja - oblasť Trnava,Trnavský samosprávny kraj,68.21,dosková,monolitický železobetón,32.0,80.0,196.0,odhadom,Cestná komunikácia,oba smery trasy CK,lúč,TT SK,SUC TTSK,SUC TTSK - TT,Trnavský kraj,Trnava,1.0,28,464511,4511A00912,4511A00916,124,17,14.568,14227,14551.0,14210
cesta III. triedy,1337,62008,8,M3945,Most cez odpadový kanál za obcou Križovany,,1965.0,,,1.0,3.0,,9.0,,,,Veľmi dobrý,17.664061628,48.33801668,134.767,Správa a údržba ciest Trnavského samosprávneho kraja - oblasť Trnava,Trnavský samosprávny kraj,3.0,dosková,monolitický železobetón,50.0,60.0,100.0,odhadom,Kanál,oba smery trasy CK,medzikrižovatkový,TT SK,SUC TTSK,SUC TTSK - TT,Trnavský kraj,Trnava,1.0,49,436954,4511A36600,3534A32400,1305,516,17.601,17349,17085.0,16833
cesta III. triedy,1337,62008,008A,M787,Most nad diaľnicou na št. ceste III/062008 Zavar-Lovčice,,1982.0,,,3.0,67.66,,7.5,7.5,,,Zlý,17.677685643,48.358836214,137.471999,Správa a údržba ciest Trnavského samosprávneho kraja - oblasť Trnava,Trnavský samosprávny kraj,67.66,dosková,prefabrikovaný predpätý betón,39.0,108.0,197.0,odhadom,Cestná komunikácia,oba smery trasy CK,medzikrižovatkový,TT SK,SUC TTSK,SUC TTSK - TT,Trnavský kraj,Trnava,2.0,2,437910,3534A34300,3534A34400,617,470,19.843,19848,19373.0,19378
cesta III. triedy,1337,62008,9,M6802,Most cez bezmenný potok pred obcou Lovčice,,1935.0,,,1.0,6.2,,5.6,,,,Uspokojivý,17.67761604,48.361096818,135.036999,Správa a údržba ciest Trnavského samosprávneho kraja - oblasť Trnava,Trnavský samosprávny kraj,6.2,dosková,monolitický železobetón,35.0,40.0,70.0,odhadom,Vodný tok,oba smery trasy CK,medzikrižovatkový,TT SK,SUC TTSK,SUC TTSK - TT,Trnavský kraj,Trnava,2.0,4,437912,3534A34500,3534A34600,676,29,20.092,20097,20063.0,20068
cesta III. triedy,1337,62008,11,M5662,Most cez inundačné územie - Brestovany,,1965.0,,,1.0,2.5,,6.2,,,,Veľmi dobrý,17.696337586,48.401148539,138.130999,Správa a údržba ciest Trnavského samosprávneho kraja - oblasť Trnava,Trnavský samosprávny kraj,2.5,dosková,monolitický železobetón,50.0,60.0,100.0,odhadom,Záplavové územie,oba smery trasy CK,medzikrižovatkový,TT SK,SUC TTSK,SUC TTSK - TT,Trnavský kraj,Trnava,2.0,17,437925,3534A35800,3534A35900,2078,901,25.0,24961,24204.0,24060
cesta III. triedy,1337,62008,12,M6138,Most cez potok Blava v obci Bučany,,1936.0,,,1.0,6.0,,5.5,,,,Dobrý,17.699471393,48.411446677,140.512,Správa a údržba ciest Trnavského samosprávneho kraja - oblasť Trnava,Trnavský samosprávny kraj,6.0,trámová,monolitický železobetón,50.0,60.0,100.0,odhadom,Vodný tok,oba smery trasy CK,medzikrižovatkový,TT SK,SUC TTSK,SUC TTSK - TT,Trnavský kraj,Trnava,2.0,18,437926,3534A35900,3534A36000,88,49,25.961,26187,25912.0,26138
cesta III. triedy,1339,75002,1,M6260,Most cez potok Derňa pred obcou Kajal,,1940.0,,,1.0,5.8,,7.2,6.2,,,Uspokojivý,17.771539615,48.185399993,117.353,Správa a údržba ciest Trnavského samosprávneho kraja - oblasť Trnava,Trnavský samosprávny kraj,5.8,trámová,monolitický železobetón,40.0,50.0,80.0,odhadom,Vodný tok,oba smery trasy CK,medzikrižovatkový,TT SK,SUC TTSK,SUC TTSK - TT,Trnavský kraj,Galanta,0.0,0,8426,4512A03100,4512A29800,1349,666,0.666,666,0.0,0
cesta III. triedy,1339,75002,2,M3967,Most cez Kajalský kanál v obci Kajal,,1940.0,,,1.0,2.85,,8.4,7.7,,,Uspokojivý,17.791578278,48.182962636,116.839999,Správa a údržba ciest Trnavského samosprávneho kraja - oblasť Trnava,Trnavský samosprávny kraj,2.85,dosková,monolitický železobetón,40.0,50.0,80.0,odhadom,Kanál,oba smery trasy CK,medzikrižovatkový,TT SK,SUC TTSK,SUC TTSK - TT,Trnavský kraj,Galanta,0.0,7,8427,4512A02101,4512A23900,112,100,2.284,2284,2184.0,2184
cesta III. triedy,1340,507004,1,M5994,Most cez riku Dudváh v obci Horné Saliby,,1938.0,,,1.0,6.0,,6.7,5.6,,,Uspokojivý,17.749847737,48.125347106,115.75675,Správa a údržba ciest Trnavského samosprávneho kraja - oblasť Trnava,Trnavský samosprávny kraj,6.0,trámová,monolitický železobetón,50.0,60.0,100.0,odhadom,Vodný tok,oba smery trasy CK,medzikrižovatkový,TT SK,SUC TTSK,SUC TTSK - TT,Trnavský kraj,Galanta,0.0,8,508957,4514A24700,4514A24800,156,102,5.779,5811,5677.0,5709
cesta III. triedy,1340,507004,2,M5258,Most cez potok Šárd - Horné Saliby,,1983.0,,,1.0,4.0,,6.0,6.0,,,Bezchybný,17.764770412,48.132206047,116.029999,Správa a údržba ciest Trnavského samosprávneho kraja - oblasť Trnava,Trnavský samosprávny kraj,4.0,oblúková,oceľ -  plnostenná,34.0,76.0,127.0,odhadom,Vodný tok,oba smery trasy CK,medzikrižovatkový,TT SK,SUC TTSK,SUC TTSK - TT,Trnavský kraj,Galanta,0.0,15,508964,4514A25400,4514A01400,659,554,7.128,7160,6574.0,6606
cesta III. triedy,1342,508001,2,M929,Most na ceste III/5081 cez Dudváh v obci Košúty,,1992.0,,,3.0,35.77,,11.0,7.0,,,Zlý,17.664651412,48.175031841,121.75625,Správa a údržba ciest Trnavského samosprávneho kraja - oblasť Trnava,Trnavský samosprávny kraj,35.77,dosková,prefabrikovaný železobetón,32.0,80.0,196.0,odhadom,Vodný tok,oba smery trasy CK,medzikrižovatkový,TT SK,SUC TTSK,SUC TTSK - TT,Trnavský kraj,Galanta,0.0,2,508949,4512A23300,4511A04903,584,61,3.157,3650,3096.0,3589
cesta III. triedy,1343,508002,1,M4970,Most cez potok Derňa Galanta-Únovce,,1980.0,,,1.0,4.8,,8.5,8.0,,,Uspokojivý,17.749922007,48.19746723,116.983749,Správa a údržba ciest Trnavského samosprávneho kraja - oblasť Trnava,Trnavský samosprávny kraj,4.8,oblúková,oceľ -  plnostenná,50.0,60.0,100.0,odhadom,Vodný tok,oba smery trasy CK,medzikrižovatkový,TT SK,SUC TTSK,SUC TTSK - TT,Trnavský kraj,Galanta,0.0,5,509771,4512A29700,4512A37801,627,598,1.081,1163,8511.0,565
cesta III. triedy,1344,508003,1,M6592,Most cez kanál za obcou Kajal,,1915.0,,,1.0,5.0,,4.8,3.6,,,Uspokojivý,17.790563252,48.182434883,116.459,Správa a údržba ciest Trnavského samosprávneho kraja - oblasť Trnava,Trnavský samosprávny kraj,5.0,dosková,monolitický železobetón,40.0,50.0,80.0,odhadom,Kanál,oba smery trasy CK,medzikrižovatkový,TT SK,SUC TTSK,SUC TTSK - TT,Trnavský kraj,Galanta,0.0,0,518963,4512A02101,4512A03200,321,100,0.157,100,57.0,0
cesta III. triedy,1345,508004,1,M1075,Most nad R1 medzi obcami Váhovce a Dolná Streda,,1989.0,,,3.0,103.6,,9.9,9.9,,,Uspokojivý,17.764858116,48.256613532,130.5285,Správa a údržba ciest Trnavského samosprávneho kraja - oblasť Trnava,Trnavský samosprávny kraj,103.6,trámová,prefabrikovaný predpätý betón,26.0,76.0,141.0,odhadom,Cestná komunikácia,oba smery trasy CK,medzikrižovatkový,TT SK,SUC TTSK,SUC TTSK - TT,Trnavský kraj,Galanta,0.0,16,509769,4512A29500,4512A29600,1845,273,9.203,9105,8930.0,8832
cesta III. triedy,1348,561002,1,M942,Most cez potok Šárd medzi obcami Javorinka a Matúškovo,,1932.0,,,1.0,4.0,,5.6,5.3,,,Dobrý,17.721818219,48.17449401,118.8165,Správa a údržba ciest Trnavského samosprávneho kraja - oblasť Trnava,Trnavský samosprávny kraj,4.0,trámová,oceľ -  plnostenná,50.0,60.0,100.0,odhadom,Vodný tok,oba smery trasy CK,medzikrižovatkový,TT SK,SUC TTSK,SUC TTSK - TT,Trnavský kraj,Galanta,0.0,0,1260,4512A02600,4512A23800,1417,625,0.623,625,-2.0,0
cesta III. triedy,1349,561003,2,M7700,"561003-002, Most pri obci Diakovce",,1940.0,,,1.0,6.0,,7.2,6.0,,,Veľmi dobrý,17.808218735,48.137079747,115.524,"Regionálna správa a údržba ciest Nitra, a.s. - Stredisko správy a údržby Nové Zámky",Nitriansky samosprávny kraj,6.0,trámová,monolitický železobetón,50.0,60.0,100.0,odhadom,Kanál,oba smery trasy CK,medzikrižovatkový,NR SK,RSUC NR,RSUC NR - SSU NZ,Nitriansky kraj,Šala,0.0,4,1286,4514A03900,4514A03700,3150,69,6.142,6146,6073.0,6077
cesta III. triedy,1351,561005,1,M7389,Most cez rieku Dudváh - Dolné Saliby,,1981.0,,,1.0,24.3,,9.5,6.5,,,Uspokojivý,17.771863458,48.109095403,115.1345,Správa a údržba ciest Trnavského samosprávneho kraja - oblasť Trnava,Trnavský samosprávny kraj,24.3,dosková,prefabrikovaný predpätý betón,50.0,60.0,80.0,odhadom,Vodný tok,oba smery trasy CK,medzikrižovatkový,TT SK,SUC TTSK,SUC TTSK - TT,Trnavský kraj,Galanta,0.0,4,509302,4514A27000,4514A04900,246,200,0.597,610,397.0,410
cesta III. triedy,1356,572007,1,M3404,Most cez odvodňovací kanál v obci Nové Osady,,1938.0,,,1.0,2.5,,7.15,7.15,,,Uspokojivý,17.592327196,48.141023366,119.6655,Správa a údržba ciest Trnavského samosprávneho kraja - oblasť Trnava,Trnavský samosprávny kraj,2.5,dosková,monolitický železobetón,50.0,60.0,100.0,odhadom,Kanál,oba smery trasy CK,medzikrižovatkový,TT SK,SUC TTSK,SUC TTSK - TT,Trnavský kraj,Galanta,0.0,7,508983,4513A45800,4513A45900,1719,13,3.89,3664,3877.0,3651
cesta III. triedy,1356,572007,2,M7046,Most cez potok Čierna Voda za obcou Čierna Voda,,1967.0,,,3.0,44.9,,9.5,7.0,,,Uspokojivý,17.65547,48.12958,115.0,Správa a údržba ciest Trnavského samosprávneho kraja - oblasť Trnava,Trnavský samosprávny kraj,44.9,trámová,prefabrikovaný predpätý betón,20.0,60.0,159.0,porovnávací výpočet,Vodný tok,oba smery trasy CK,medzikrižovatkový,TT SK,SUC TTSK,SUC TTSK - TT,Trnavský kraj,Galanta,0.0,17,508993,4513A46800,4513A46900,1327,1050,12.181,12163,11127.0,11113
cesta III. triedy,1366,508005,3,M418,"508005-003, Most - kanál - Žiharec",,1982.0,,,1.0,2.95,,7.5,6.0,,,Bezchybný,17.871994625,48.079939375,111.845499,"Regionálna správa a údržba ciest Nitra, a.s. - Stredisko správy a údržby Nové Zámky",Nitriansky samosprávny kraj,2.95,oblúková,oceľ -  plnostenná,34.0,76.0,127.0,odhadom,Kanál,oba smery trasy CK,medzikrižovatkový,NR SK,RSUC NR,RSUC NR - SSU NZ,Nitriansky kraj,Šala,1.0,19,253820,4514A10800,4514A10900,3020,2376,9.797,10271,7421.0,7895
cesta III. triedy,1367,508007,1,M4043,"508007-001, Most pri obci Žihárec",,1928.0,,,1.0,2.05,,5.25,4.0,,,Dobrý,17.863481275,48.067314362,110.144499,"Regionálna správa a údržba ciest Nitra, a.s. - Stredisko správy a údržby Nové Zámky",Nitriansky samosprávny kraj,2.05,klenbová,tehla,50.0,60.0,100.0,odhadom,Kanál,oba smery trasy CK,medzikrižovatkový,NR SK,RSUC NR,RSUC NR - SSU NZ,Nitriansky kraj,Šala,0.0,3,253823,4514A11100,4514B00500,2706,1341,1.448,1479,107.0,138
cesta III. triedy,1367,508007,2,M5219,"508007-002, Most - Kanál - Žiharec",,1928.0,,,1.0,4.1,,6.3,6.0,,,Dobrý,17.851914045,48.066604202,112.044999,"Regionálna správa a údržba ciest Nitra, a.s. - Stredisko správy a údržby Nové Zámky",Nitriansky samosprávny kraj,4.1,trámová,monolitický železobetón,50.0,60.0,100.0,odhadom,Kanál,oba smery trasy CK,medzikrižovatkový,NR SK,RSUC NR,RSUC NR - SSU NZ,Nitriansky kraj,Šala,0.0,3,253823,4514A11100,4514B00500,2706,2216,2.323,2354,107.0,138
cesta III. triedy,1368,508011,1,M1699,"508011-001, Most - kanál - Močenok",,1948.0,,,1.0,2.05,,7.8,7.8,,,Veľmi dobrý,17.914332134,48.178996445,115.6665,"Regionálna správa a údržba ciest Nitra, a.s. - Stredisko správy a údržby Nové Zámky",Nitriansky samosprávny kraj,2.05,dosková,monolitický železobetón,50.0,60.0,100.0,odhadom,Kanál,oba smery trasy CK,medzikrižovatkový,NR SK,RSUC NR,RSUC NR - SSU NZ,Nitriansky kraj,Šala,0.0,7,253801,4512A09100,4512A09200,1325,528,1.801,1789,1273.0,1261
cesta III. triedy,1368,508011,2,M2705,Most v kat. Močenok cez potok,,1976.0,,,1.0,10.82,,8.0,7.0,,,Uspokojivý,17.936781249,48.19810631,121.494749,"Regionálna správa a údržba ciest Nitra, a.s. - Stredisko správy a údržby Nitra",Nitriansky samosprávny kraj,10.82,dosková,prefabrikovaný predpätý betón,50.0,84.0,386.0,odhadom,Kanál,oba smery trasy CK,medzikrižovatkový,NR SK,RSUC NR,RSUC NR - SSU NR,Nitriansky kraj,Šala,0.0,12,253791,4512A08200,4512A08300,2630,809,4.53,4518,3721.0,3709
