Trieda CK,Číslo CK,Evidenčné číslo mosta,ID mosta,Názov mosta,Investor,Rok postavenia,Zhotovitel,Zaťažovacia trieda STN,Počet otvorov,Dĺžka premostenia,Dĺžka nosnej konštrukcie,Voľná šírka mosta,Šírka medzi obrubami,Plocha nosnej konštrukcie,Plocha mosta,Stavebno-technický stav,LongitudeE,LatitudeN,VyskaH,Správca - most,Vlastník - most,Dlzka DC,Druh konštrukcie,Materiál konštrukcie,Zaťažiteľnosť normálna,Zaťažiteľnost výhradná,Zaťažiteľnosť výnimočná,Spôsob stanovenia,Predmet premostenia,Smer useku,Typ useku,Vlastník CK,Typ správcu CK,Správca CK,KRAJ,OKRES,Pokračovanie,Poradie,Usek,Poc. Uzol,Konc. Uzol,Ev. dlzka useku,Úsekové staničenie začiatku,Kilometrovníkové staničenie začiatku,Kumulatívne staničenie začiatku
cesta III. triedy,499037,5,M889,499037-005 most cez potok Chocina v obci Nemečky,,1958.0,,,1.0,8.1,,7.4,6.5,,,Dobrý,18.117021429,48.672645676,270.754,"Regionálna správa a údržba ciest Nitra, a.s. - Stredisko správy a údržby Topoľčany",Nitriansky samosprávny kraj,8.1,trámová,oceľ -  plnostenná,50.0,130.0,420.0,porovnávací výpočet,Vodný tok,0.0,medzikrižovatkový,NR SK,RSUC NR,RSUC NR - SSU TO,Nitriansky kraj,Topolčany,0.0,41.0,428188.0,3541A44000,3541A44100,141.0,12,12.89,12944.0
cesta III. triedy,499038,1,M4990,499038-001 most cez potok Slivnica za obcou Jacovce,,1933.0,,,1.0,6.5,,7.2,7.0,,,Dobrý,18.12612778,48.590856396,197.744,"Regionálna správa a údržba ciest Nitra, a.s. - Stredisko správy a údržby Topoľčany",Nitriansky samosprávny kraj,6.5,trámová,monolitický železobetón,13.0,16.0,123.0,porovnávací výpočet,Vodný tok,0.0,medzikrižovatkový,NR SK,RSUC NR,RSUC NR - SSU TO,Nitriansky kraj,Topolčany,0.0,4.0,428073.0,3541A32600,3541A32700,1202.0,316,0.603,597.0
cesta III. triedy,499038,2,M2356,499038-002 most cez potok Zľavy za obcou Kuzmice /osada Izát/,,1974.0,,,1.0,8.7,,9.8,7.3,,,Dobrý,18.109780468,48.570948793,178.45625,"Regionálna správa a údržba ciest Nitra, a.s. - Stredisko správy a údržby Topoľčany",Nitriansky samosprávny kraj,8.7,dosková,prefabrikovaný železobetón,54.0,109.0,310.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,NR SK,RSUC NR,RSUC NR - SSU TO,Nitriansky kraj,Topolčany,0.0,13.0,428082.0,3541A33500,3541A01403,114.0,58,3.726,3719.0
cesta III. triedy,499039,1,M6278,499039-001 most cez potok Slivnica pred obcou Tesáre,,1928.0,,,1.0,5.5,,7.2,7.2,,,Dobrý,18.120642088,48.596530651,203.3885,"Regionálna správa a údržba ciest Nitra, a.s. - Stredisko správy a údržby Topoľčany",Nitriansky samosprávny kraj,5.5,dosková,monolitický železobetón,32.0,80.0,420.0,porovnávací výpočet,Vodný tok,0.0,medzikrižovatkový,NR SK,RSUC NR,RSUC NR - SSU TO,Nitriansky kraj,Topolčany,0.0,2.0,434273.0,3541A05402,3541A36100,3423.0,739,0.747,758.0
cesta III. triedy,499039,3,M3382,499039-003 most cez potok Zľavy v obci Tesáre,,1957.0,,,1.0,6.4,,9.1,6.6,,,Dobrý,18.087381232,48.600430282,202.782999,"Regionálna správa a údržba ciest Nitra, a.s. - Stredisko správy a údržby Topoľčany",Nitriansky samosprávny kraj,6.4,dosková,monolitický železobetón,23.0,52.0,232.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,NR SK,RSUC NR,RSUC NR - SSU TO,Nitriansky kraj,Topolčany,0.0,4.0,428110.0,3541A36200,3541A36300,18.0,4,3.489,3585.0
cesta III. triedy,499039,4,M1957,499039-004 most cez potok Bojňanka v obci Bojná,,1930.0,,,1.0,5.0,,5.9,5.9,,,Uspokojivý,18.058042587,48.578122334,206.337499,"Regionálna správa a údržba ciest Nitra, a.s. - Stredisko správy a údržby Topoľčany",Nitriansky samosprávny kraj,5.0,trámová,monolitický železobetón,13.0,26.0,192.0,porovnávací výpočet,Vodný tok,0.0,medzikrižovatkový,NR SK,RSUC NR,RSUC NR - SSU TO,Nitriansky kraj,Topolčany,1.0,0.0,7908.0,3541A08500,3541A38700,138.0,72,,4738.0
cesta III. triedy,499040,1,M613,499040-001 most cez potok Chocina pred obcou Tvrdomestice,,1929.0,,,1.0,5.45,,5.7,5.7,,,Dobrý,18.129630996,48.613480227,209.4945,"Regionálna správa a údržba ciest Nitra, a.s. - Stredisko správy a údržby Topoľčany",Nitriansky samosprávny kraj,5.45,trámová,monolitický železobetón,20.0,34.0,225.0,porovnávací výpočet,Vodný tok,0.0,medzikrižovatkový,NR SK,RSUC NR,RSUC NR - SSU TO,Nitriansky kraj,Topolčany,0.0,0.0,7915.0,3541A05500,3541A42300,2358.0,317,0.271,317.0
cesta III. triedy,499040,2,M5085,499040-002 most cez potok pred obcou Tvrdomestice,,1938.0,,,1.0,6.95,,6.3,6.3,,,Dobrý,18.129971269,48.613533152,209.55425,"Regionálna správa a údržba ciest Nitra, a.s. - Stredisko správy a údržby Topoľčany",Nitriansky samosprávny kraj,6.95,trámová,monolitický železobetón,15.0,22.0,161.0,porovnávací výpočet,Vodný tok,0.0,medzikrižovatkový,NR SK,RSUC NR,RSUC NR - SSU TO,Nitriansky kraj,Topolčany,0.0,0.0,7915.0,3541A05500,3541A42300,2358.0,342,0.296,342.0
cesta III. triedy,499041,1,M3401,499041-001 most cez potok v obci Velušovce,,1931.0,,,1.0,4.55,,6.0,,,,Uspokojivý,18.098316666,48.630576618,229.80125,"Regionálna správa a údržba ciest Nitra, a.s. - Stredisko správy a údržby Topoľčany",Nitriansky samosprávny kraj,4.55,dosková,monolitický železobetón,10.0,24.0,151.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,NR SK,RSUC NR,RSUC NR - SSU TO,Nitriansky kraj,Topolčany,0.0,3.0,428144.0,3541A39600,3541A39700,206.0,20,3.089,3123.0
cesta III. triedy,499043,1,M4821,499043-001 most cez potok Slivnica v obci Závada,,1938.0,,,1.0,3.05,,11.5,11.5,,,Uspokojivý,18.084470745,48.639435782,237.189499,"Regionálna správa a údržba ciest Nitra, a.s. - Stredisko správy a údržby Topoľčany",Nitriansky samosprávny kraj,3.05,dosková,monolitický železobetón,15.0,32.0,252.0,porovnávací výpočet,Vodný tok,0.0,medzikrižovatkový,NR SK,RSUC NR,RSUC NR - SSU TO,Nitriansky kraj,Topolčany,0.0,1.0,428146.0,3541A39800,3541A39900,21.0,9,0.496,458.0
cesta III. triedy,499043,2,M5348,499043-002 Most v obci Záhrada,,1928.0,,,1.0,3.0,,5.0,5.0,,,Zlý,18.05289267,48.629067006,239.49325,"Regionálna správa a údržba ciest Nitra, a.s. - Stredisko správy a údržby Topoľčany",Nitriansky samosprávny kraj,3.0,dosková,monolitický železobetón,9.0,23.0,140.0,porovnávací výpočet,Vodný tok,0.0,medzikrižovatkový,NR SK,RSUC NR,RSUC NR - SSU TO,Nitriansky kraj,Topolčany,0.0,8.0,428153.0,3541A40500,3541A06300,1928.0,1907,3.724,3686.0
cesta III. triedy,499045,1,M7346,Most cez potok Holeška v osade U Fajnorov - Prašník,,1966.0,,,1.0,2.35,,5.3,4.5,,,Uspokojivý,17.647528919,48.640616376,224.741999,Správa a údržba ciest Trnavského samosprávneho kraja - oblasť Trnava,Trnavský samosprávny kraj,2.35,dosková,monolitický železobetón,40.0,50.0,80.0,odhadom,Vodný tok,0.0,medzikrižovatkový,TT SK,SUC TTSK,SUC TTSK - TT,Trnavský kraj,Piešťany,0.0,0.0,2829.0,3531A01800,3531A22700,303.0,234,,234.0
cesta III. triedy,499048,1,M1447,,,1952.0,,,1.0,3.0,,7.0,6.0,,,Dobrý,17.529599966,48.679800925,277.543999,Správa ciest Trenčianskeho samosprávneho kraja - Stredisko údržby Trenčín,Trenčiansky samosprávny kraj,3.0,dosková,monolitický železobetón,14.0,43.0,378.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,TN SK,SC TN SK,SC TN SK - SU TN,Trenčianský kraj,Myjava,0.0,1.0,192276.0,3531A06800,3513A24000,1442.0,477,,754.0
cesta III. triedy,499048,2,M4311,,,1952.0,,,1.0,3.0,,10.9,8.9,,,Dobrý,17.524764347,48.687619629,291.157,Správa ciest Trenčianskeho samosprávneho kraja - Stredisko údržby Trenčín,Trenčiansky samosprávny kraj,3.0,dosková,prefabrikovaný železobetón,12.0,41.0,294.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,TN SK,SC TN SK,SC TN SK - SU TN,Trenčianský kraj,Myjava,0.0,2.0,192277.0,3513A24000,3513A24100,1268.0,5,,1724.0
cesta III. triedy,500001,1,M5111,5001-001 Most cez potok v obci Smolinské,,1986.0,,,1.0,6.2,,7.5,7.5,,,Dobrý,17.131787373,48.677629896,185.323749,Správa a údržba ciest Trnavského samosprávneho kraja - oblasť Senica,Trnavský samosprávny kraj,6.2,trámová,prefabrikovaný železobetón,32.0,70.0,117.0,odhadom,Vodný tok,0.0,medzikrižovatkový,TT SK,SUC TTSK,SUC TTSK - SE,Trnavský kraj,Senica,0.0,11.0,283581.0,3442A21300,3442A21400,96.0,31,,3752.0
cesta III. triedy,500003,1,M2412,5003-001 Most cez potok v obci Petrova Ves,,1948.0,,,1.0,4.0,,6.0,,,,Dobrý,17.161375398,48.72212713,200.4845,Správa a údržba ciest Trnavského samosprávneho kraja - oblasť Senica,Trnavský samosprávny kraj,4.0,dosková,monolitický železobetón,11.0,31.0,234.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,TT SK,SUC TTSK,SUC TTSK - SE,Trnavský kraj,Skalica,0.0,0.0,321.0,3424A02600,3424A18500,186.0,163,,163.0
cesta III. triedy,500003,4,M3782,5003-004 Most cez odpad v obci Letničie,,1947.0,,,1.0,2.1,,6.5,,,,Zlý,17.179591957,48.709091823,218.054499,Správa a údržba ciest Trnavského samosprávneho kraja - oblasť Senica,Trnavský samosprávny kraj,2.1,dosková,monolitický železobetón,13.0,43.0,150.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,TT SK,SUC TTSK,SUC TTSK - SE,Trnavský kraj,Skalica,0.0,12.0,259472.0,3424A19600,3424A19700,143.0,63,,2464.0
cesta III. triedy,500006,1,M10,5006-001Most cez Leský potok za obcou Unín,,1967.0,,,1.0,4.95,,7.5,6.5,,,Dobrý,17.181574832,48.728967125,217.977499,Správa a údržba ciest Trnavského samosprávneho kraja - oblasť Senica,Trnavský samosprávny kraj,4.95,dosková,prefabrikovaný železobetón,19.0,46.0,294.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,TT SK,SUC TTSK,SUC TTSK - SE,Trnavský kraj,Skalica,0.0,1.0,259451.0,3424A17500,3424A17600,833.0,700,,1341.0
cesta III. triedy,500007,1,M277,5007-001 Most cez Radimovský potok Radimov,,1941.0,,,1.0,4.75,,8.0,,,,Dobrý,17.202487582,48.749363479,256.044999,Správa a údržba ciest Trnavského samosprávneho kraja - oblasť Senica,Trnavský samosprávny kraj,4.75,dosková,monolitický železobetón,12.0,30.0,189.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,TT SK,SUC TTSK,SUC TTSK - SE,Trnavský kraj,Skalica,0.0,6.0,259439.0,3424A16300,3424A16400,102.0,26,,2561.0
cesta III. triedy,500007,2,M6452,5007-002 Most cez Unínsky potok v obci Unín,,1930.0,,,1.0,2.5,,4.5,,,,Zlý,17.209500138,48.724897758,257.551,Správa a údržba ciest Trnavského samosprávneho kraja - oblasť Senica,Trnavský samosprávny kraj,2.5,dosková,monolitický železobetón,20.0,25.0,40.0,odhadom,Vodný tok,0.0,medzikrižovatkový,TT SK,SUC TTSK,SUC TTSK - SE,Trnavský kraj,Skalica,0.0,18.0,320.0,3424A02800,3424A17800,93.0,48,,5826.0
cesta III. triedy,500007,3,M5271,5007-003 Most cez Štefanovský potok v obci Štefanov,,1989.0,,,1.0,9.7,,9.0,8.0,,,Veľmi dobrý,17.202073908,48.685507527,191.636249,Správa a údržba ciest Trnavského samosprávneho kraja - oblasť Senica,Trnavský samosprávny kraj,9.7,dosková,prefabrikovaný predpätý betón,27.0,60.0,100.0,porovnávací výpočet,Vodný tok,0.0,medzikrižovatkový,TT SK,SUC TTSK,SUC TTSK - SE,Trnavský kraj,Senica,0.0,31.0,284213.0,3424A46100,3424A02703,69.0,57,,10342.0
cesta III. triedy,500007,4,M4035,5007-004 Most cez Štefanovský potok Štefanov,,1969.0,,,1.0,6.0,,9.7,7.2,,,Dobrý,17.199861966,48.679283574,188.9885,Správa a údržba ciest Trnavského samosprávneho kraja - oblasť Senica,Trnavský samosprávny kraj,6.0,dosková,prefabrikovaný železobetón,16.0,46.0,228.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,TT SK,SUC TTSK,SUC TTSK - SE,Trnavský kraj,Senica,0.0,36.0,283600.0,3442A23000,3442A23100,69.0,30,,11062.0
cesta III. triedy,500007,5,M7372,5007-005 Most cez Štefanovský potok v obci Štefanov,,1969.0,,,1.0,5.5,,8.0,7.0,,,Dobrý,17.20021285,48.6776146,188.743,Správa a údržba ciest Trnavského samosprávneho kraja - oblasť Senica,Trnavský samosprávny kraj,5.5,dosková,prefabrikovaný železobetón,20.0,49.0,253.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,TT SK,SUC TTSK,SUC TTSK - SE,Trnavský kraj,Senica,0.0,38.0,283602.0,3442A23200,3442A23300,151.0,0,,11252.0
cesta III. triedy,500008,1,M7586,5008-001 Most cez Koválovský potok za obcou Dojč,,1940.0,,,1.0,5.2,,6.8,,,,Dobrý,17.256589481,48.673966861,181.5935,Správa a údržba ciest Trnavského samosprávneho kraja - oblasť Senica,Trnavský samosprávny kraj,5.2,dosková,monolitický železobetón,12.0,30.0,189.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,TT SK,SUC TTSK,SUC TTSK - SE,Trnavský kraj,Senica,0.0,6.0,283620.0,3442A24300,3442A24400,1420.0,221,,1201.0
cesta III. triedy,500008,2,M7013,Most cez rieku Myjava pri obci Šajdíkove Humence,,1967.0,,,3.0,29.4,,8.0,6.5,,,Zlý,17.262045722,48.664221215,180.81875,Správa a údržba ciest Trnavského samosprávneho kraja - oblasť Senica,Trnavský samosprávny kraj,29.4,dosková,prefabrikovaný železobetón,12.0,28.0,118.0,porovnávací výpočet,Vodný tok,0.0,medzikrižovatkový,TT SK,SUC TTSK,SUC TTSK - SE,Trnavský kraj,Senica,0.0,7.0,283621.0,3442A24400,3442A24500,45.0,10,,2410.0
cesta III. triedy,500008,3,M5883,5008-003 Most cez potok za obcou Dojč,,1948.0,,,1.0,4.0,,6.6,,,,Dobrý,17.262646902,48.662895893,180.354,Správa a údržba ciest Trnavského samosprávneho kraja - oblasť Senica,Trnavský samosprávny kraj,4.0,dosková,monolitický železobetón,11.0,31.0,234.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,TT SK,SUC TTSK,SUC TTSK - SE,Trnavský kraj,Senica,0.0,11.0,283625.0,3442A24800,3442A24900,367.0,6,,2577.0
cesta III. triedy,500010,1,M4669,50010-001 Most cez potok Vrbovčianka v meste Senica,,1972.0,,,1.0,15.0,,8.0,7.0,,,Uspokojivý,17.335745444,48.672387567,194.21825,Správa a údržba ciest Trnavského samosprávneho kraja - oblasť Senica,Trnavský samosprávny kraj,15.0,dosková,prefabrikovaný predpätý betón,17.0,39.0,101.0,porovnávací výpočet,Vodný tok,0.0,medzikrižovatkový,TT SK,SUC TTSK,SUC TTSK - SE,Trnavský kraj,Senica,0.0,0.0,434.0,3531A01100,3531A03800,997.0,503,,503.0
cesta III. triedy,500012,1,M733,50012-001 Most cez Rovenský potok v obci Rovensko,,1969.0,,,1.0,6.55,,9.5,7.0,,,Dobrý,17.377929797,48.710863466,213.03375,Správa a údržba ciest Trnavského samosprávneho kraja - oblasť Senica,Trnavský samosprávny kraj,6.55,dosková,prefabrikovaný železobetón,23.0,52.0,232.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,TT SK,SUC TTSK,SUC TTSK - SE,Trnavský kraj,Senica,0.0,3.0,283642.0,3513A36100,3513A36200,1674.0,1425,,2777.0
cesta III. triedy,500013,1,M2715,50013-001 Most cez potok pred obcou Častkov,,1965.0,,,1.0,5.75,,7.5,6.5,,,Dobrý,17.362901681,48.737645834,258.977249,Správa a údržba ciest Trnavského samosprávneho kraja - oblasť Senica,Trnavský samosprávny kraj,5.75,dosková,prefabrikovaný železobetón,20.0,49.0,253.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,TT SK,SUC TTSK,SUC TTSK - SE,Trnavský kraj,Senica,0.0,2.0,315381.0,3513A03402,3513A35400,856.0,0,,27.0
cesta III. triedy,500015,1,M6185,50015-001 Most cez rieku Myjava v obci Podbranč,,1967.0,,,1.0,12.6,,7.5,6.5,,,Dobrý,17.436927314,48.737515319,256.50625,Správa a údržba ciest Trnavského samosprávneho kraja - oblasť Senica,Trnavský samosprávny kraj,12.6,dosková,prefabrikovaný predpätý betón,19.0,45.0,137.0,porovnávací výpočet,Vodný tok,0.0,medzikrižovatkový,TT SK,SUC TTSK,SUC TTSK - SE,Trnavský kraj,Senica,0.0,1.0,284159.0,3513A40100,3513A40200,188.0,70,,172.0
cesta III. triedy,500017,1,M2031,,,1962.0,,,1.0,9.2,,9.3,8.1,,,Dobrý,17.524754618,48.747346734,300.536999,Správa ciest Trenčianskeho samosprávneho kraja - Stredisko údržby Trenčín,Trenčiansky samosprávny kraj,9.2,dosková,prefabrikovaný železobetón,24.0,54.0,192.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,TN SK,SC TN SK,SC TN SK - SU TN,Trenčianský kraj,Myjava,0.0,0.0,426.0,3513A03800,3513A20300,1476.0,200,,200.0
cesta III. triedy,500019,1,M2455,,,2001.0,,,1.0,7.83,,7.0,7.0,,,Bezchybný,17.41153069,48.801105332,404.762499,Správa ciest Trenčianskeho samosprávneho kraja - Stredisko údržby Trenčín,Trenčiansky samosprávny kraj,7.83,rámová,monolitický železobetón,22.0,40.0,60.0,projektovaná,Vodný tok,0.0,medzikrižovatkový,TN SK,SC TN SK,SC TN SK - SU TN,Trenčianský kraj,Myjava,0.0,6.0,192095.0,3513A08100,3513A08200,398.0,80,,4262.0
cesta III. triedy,500019,2,M884,,,1972.0,,,1.0,3.0,,7.0,,,,Dobrý,17.393635656,48.778386184,352.13125,Správa ciest Trenčianskeho samosprávneho kraja - Stredisko údržby Trenčín,Trenčiansky samosprávny kraj,3.0,trámová,oceľ -  plnostenná,20.0,30.0,40.0,odhadom,Vodný tok,0.0,medzikrižovatkový,TN SK,SC TN SK,SC TN SK - SU TN,Trenčianský kraj,Myjava,0.0,15.0,192104.0,3513A09000,3513A05000,379.0,296,,7177.0
cesta III. triedy,500021,1,M2407,50021-001 Most cez Debernický potok Prietrž,,1972.0,,,1.0,4.0,,6.5,,,,Dobrý,17.442799207,48.677230847,231.160499,Správa a údržba ciest Trnavského samosprávneho kraja - oblasť Senica,Trnavský samosprávny kraj,4.0,dosková,monolitický železobetón,24.0,64.0,487.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,TT SK,SUC TTSK,SUC TTSK - SE,Trnavský kraj,Senica,0.0,0.0,7103.0,3531A04300,3531A19300,96.0,40,,40.0
cesta III. triedy,500022,1,M879,,,1975.0,,,1.0,8.8,,8.0,7.5,,,Dobrý,17.442881353,48.779332984,291.362999,Správa ciest Trenčianskeho samosprávneho kraja - Stredisko údržby Trenčín,Trenčiansky samosprávny kraj,8.8,dosková,prefabrikovaný železobetón,34.0,75.0,270.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,TN SK,SC TN SK,SC TN SK - SU TN,Trenčianský kraj,Myjava,0.0,15.0,192322.0,3513A27200,3513A01400,187.0,2,,9382.0
cesta III. triedy,500024,1,M180,,,1961.0,,,1.0,6.0,,4.6,4.6,,,Dobrý,17.468295251,48.802837817,314.525999,Správa ciest Trenčianskeho samosprávneho kraja - Stredisko údržby Trenčín,Trenčiansky samosprávny kraj,6.0,dosková,monolitický železobetón,20.0,49.0,253.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,TN SK,SC TN SK,SC TN SK - SU TN,Trenčianský kraj,Myjava,0.0,1.0,192108.0,3513A09400,3513A09500,1800.0,87,,553.0
cesta III. triedy,501006,2,M4354,III_501006 - 002 Most cez rieku Rudava za obcou Plavecký Mikuláš,,1967.0,,,3.0,23.3,,6.5,6.5,,174.75,Veľmi dobrý,17.269890978,48.522993221,192.214999,Regionálne cesty Bratislava,Bratislavský samosprávny kraj,23.3,dosková,prefabrikovaný železobetón,32.0,80.0,196.0,projektovaná,Vodný tok,0.0,medzikrižovatkový,BA SK,RC BA,RC BA,Bratislavský kraj,Malacky,0.0,4.0,426372.0,3442A31200,3442A31300,419.0,11,,1863.0
cesta III. triedy,502001,1,M4575,III_502001 - 001 Most cez potok Čierna Voda - Slovenský Grob - Vajnory,,1920.0,,,1.0,7.1,,6.0,5.85,,42.6,Uspokojivý,17.257588515,48.241761759,131.5935,Regionálne cesty Bratislava,Bratislavský samosprávny kraj,7.1,trámová,monolitický železobetón,12.0,29.0,125.0,odhadom,Vodný tok,0.0,medzikrižovatkový,BA SK,RC BA,RC BA,Bratislavský kraj,Pezinok,0.0,0.0,6375.0,4422A00400,4422B00600,1820.0,1783,,1783.0
cesta III. triedy,502001,2,M5180,III_502001 - 002 Most cez potok Blahutov za Čiernou Vodou,,1940.0,,,1.0,2.8,,7.0,6.0,,19.6,Dobrý,17.228172793,48.216889825,131.169999,Regionálne cesty Bratislava,Bratislavský samosprávny kraj,2.8,dosková,monolitický železobetón,12.0,37.0,322.0,odhadom,Vodný tok,0.0,medzikrižovatkový,BA SK,RC BA,RC BA,Bratislavský kraj,Senec,0.0,13.0,372226.0,4422A20500,4422B00400,436.0,418,,5457.0
cesta III. triedy,502001,3,M7368,III_502001 - 003 Most cez Šurský kanál - Čierny Voda - Vajnory,,1953.0,,,3.0,33.2,,8.0,6.0,,266.4,Uspokojivý,17.225389852,48.2139548,131.58825,Regionálne cesty Bratislava,Bratislavský samosprávny kraj,33.2,trámová,monolitický železobetón,13.0,28.0,66.0,statický výpočet,Kanál,0.0,medzikrižovatkový,BA SK,RC BA,RC BA,Bratislavský kraj,Pezinok,0.0,14.0,9424.0,4422B00400,4422B00700,637.0,559,,6034.0
cesta III. triedy,502001,4,M1625,,,1930.0,,,1.0,2.48,,6.7,6.7,,,Dobrý,17.2229967,48.211428842,174.774,Magistrát hl. m. SR Bratislavy,Bratislava,2.48,dosková,monolitický železobetón,18.0,95.0,390.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,BA,MAG BA,MAG BA,Bratislavský kraj,Bratislava III,0.0,15.0,9450.0,4422B00700,4422A54200,428.0,66,,6178.0
cesta III. triedy,502002,1,M2503,III_502002 - 001 Most nad ŽSR - Grinava,,2006.0,,,9.0,116.13,,8.5,8.5,,987.14,Bezchybný,17.247105406,48.267418581,0.0,Regionálne cesty Bratislava,Bratislavský samosprávny kraj,116.13,trámová,spriahnutá betón-betón,32.0,80.0,196.0,projektovaná,Železnica,0.0,medzikrižovatkový,BA SK,RC BA,RC BA,Bratislavský kraj,Pezinok,0.0,0.0,6372.0,4422A01500,4422A13300,273.0,140,,140.0
cesta III. triedy,502002,2,M3441,III_502002 - 002 Most cez Šúrsky kanál,,1948.0,,,1.0,11.2,,7.8,6.4,,87.36,Dobrý,17.254520138,48.262992696,139.0405,Regionálne cesty Bratislava,Bratislavský samosprávny kraj,11.2,trámová,monolitický železobetón,20.0,44.0,106.0,odhadom,Kanál,0.0,medzikrižovatkový,BA SK,RC BA,RC BA,Bratislavský kraj,Pezinok,0.0,1.0,218946.0,4422A13300,4422A13400,703.0,656,,929.0
cesta III. triedy,502002,3,M2553,III_502002 - 003 Most cez potok Saljak (Blatina) pred Slovenským Grobom,,1956.0,,,1.0,3.1,,7.8,6.8,,24.18,Dobrý,17.260414299,48.257782625,136.93325,Regionálne cesty Bratislava,Bratislavský samosprávny kraj,3.1,dosková,monolitický železobetón,12.0,37.0,313.0,odhadom,Vodný tok,0.0,medzikrižovatkový,BA SK,RC BA,RC BA,Bratislavský kraj,Pezinok,0.0,2.0,218947.0,4422A13400,4422A13500,699.0,686,,1662.0
cesta III. triedy,502002,4,M3067,III_502002 - 004 Most cez potok v Slovenskom Grobe,,1910.0,,,1.0,3.25,,6.0,,,20.48,Uspokojivý,17.263942003,48.25643844,139.721,Regionálne cesty Bratislava,Bratislavský samosprávny kraj,3.25,dosková,monolitický železobetón,9.0,16.0,88.0,podľa tabuliek,Kanál,0.0,medzikrižovatkový,BA SK,RC BA,RC BA,Bratislavský kraj,Pezinok,0.0,4.0,6373.0,4422A00400,4422A13600,647.0,38,,1969.0
cesta III. triedy,502002,004A,M1928,III_502002 - 004A Most nad diaľnicou D1 - Chorvátsky Grob - Bernolákovo,,1975.0,,,3.0,57.07,,9.0,6.5,,513.63,Uspokojivý,17.293054361,48.214903402,146.085999,Regionálne cesty Bratislava,Bratislavský samosprávny kraj,57.07,rámová,monolitický predpätý betón,9.0,47.0,83.0,odhadom,Cestná komunikácia,0.0,medzikrižovatkový,BA SK,RC BA,RC BA,Bratislavský kraj,Senec,0.0,18.0,372260.0,4422A20700,4422A01104,2352.0,1393,,8314.0
cesta III. triedy,502004,1,M7249,III_502004 - 001 Most cez Limbašský potok,,1938.0,,,1.0,3.7,,5.58,4.6,,20.65,Dobrý,17.226597397,48.286881822,178.102499,Regionálne cesty Bratislava,Bratislavský samosprávny kraj,3.7,dosková,monolitický železobetón,12.0,36.0,315.0,odhadom,Vodný tok,0.0,medzikrižovatkový,BA SK,RC BA,RC BA,Bratislavský kraj,Pezinok,0.0,1.0,218905.0,4422A09200,4422A09300,102.0,47,2.619,2473.0
cesta III. triedy,502005,1,M1108,III_502005 - 001 Most nad ŽSR Šenkvice - Panholec,,2005.0,,,3.0,84.6,,10.85,7.5,,917.91,Bezchybný,17.296488696,48.294743707,0.0,Regionálne cesty Bratislava,Bratislavský samosprávny kraj,84.6,trámová,prefabrikovaný predpätý betón,32.0,80.0,196.0,projektovaná,Železnica,0.0,medzikrižovatkový,BA SK,RC BA,RC BA,Bratislavský kraj,Pezinok,3.0,0.0,605724.0,4422A66000,4422A15200,464.0,180,1.728,1063.0
